,fil_name,DM,tsamp,fsamp,sn_peak,sn_peak_idx
0,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52720_cor_Tr.fil,527.2,8e-06,0.5,84.23978184477762,208257
1,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52725_cor_Tr.fil,527.25,8e-06,0.5,83.22828043645282,208257
2,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52730_cor_Tr.fil,527.3,8e-06,0.5,85.73668760683431,208252
3,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52735_cor_Tr.fil,527.35,8e-06,0.5,84.77204185926297,208257
4,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52740_cor_Tr.fil,527.4,8e-06,0.5,84.60717238384103,208242
5,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52745_cor_Tr.fil,527.45,8e-06,0.5,84.96448370337697,208241
6,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52750_cor_Tr.fil,527.5,8e-06,0.5,87.488037833323,208240
7,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52755_cor_Tr.fil,527.55,8e-06,0.5,88.9109646932147,208240
8,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52760_cor_Tr.fil,527.6,8e-06,0.5,92.0193894959425,208238
9,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52765_cor_Tr.fil,527.65,8e-06,0.5,90.44127123789438,208238
10,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52770_cor_Tr.fil,527.7,8e-06,0.5,91.93237709074128,208237
11,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52775_cor_Tr.fil,527.75,8e-06,0.5,94.28835666579766,208236
12,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52780_cor_Tr.fil,527.8,8e-06,0.5,95.7556624918601,208236
13,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52785_cor_Tr.fil,527.85,8e-06,0.5,98.19152501877126,208238
14,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52790_cor_Tr.fil,527.9,8e-06,0.5,102.17058408901852,208235
15,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52795_cor_Tr.fil,527.95,8e-06,0.5,103.7434486602268,208234
16,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52800_cor_Tr.fil,528.0,8e-06,0.5,106.6609861520932,208234
17,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52805_cor_Tr.fil,528.05,8e-06,0.5,103.56863151936506,208233
18,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52810_cor_Tr.fil,528.1,8e-06,0.5,108.28487576310428,208232
19,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52815_cor_Tr.fil,528.15,8e-06,0.5,111.49875527026444,208231
20,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52820_cor_Tr.fil,528.2,8e-06,0.5,111.78769568142548,208230
21,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52825_cor_Tr.fil,528.25,8e-06,0.5,114.31933315467798,208231
22,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52830_cor_Tr.fil,528.3,8e-06,0.5,117.8626723547872,208231
23,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52835_cor_Tr.fil,528.35,8e-06,0.5,120.26453959523909,208231
24,/data1/omar/sfxc/frb240114a/rn1l62_14_tr_60674.67263/dm_opt/rn1l62_14_8us_500KHz_StokesI_DM52840_cor_Tr.fil,528.4,8e-06,0.5,122.05372334565784,208225
