BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B05062,20240312,60381.112584877,60381.108717595,529.1,0.2,2.59,0.17,138.75,3.6,120.1,7.1,1002.7,1.1,1062.7,3.6,1122.8,7.1,0.000049152,4096,359.44,25.38,1.83557E+37,1.69044E+36,,CDF
B05063,20240312,60381.112665500,60381.108798221,529.1,0.2,2.48,0.09,241.02,6.23,141,13.1,1002.6,1.1,1073.1,6.6,1143.6,13.1,0.000049152,4096,597.58,27.31,3.58279E+37,3.70958E+36,,CDF
B05064,20240312,60381.112858544,60381.108991273,530.3,0.2,2.56,0.05,397.45,27.89,377.4,14.2,1121.9,14.1,1310.6,7.1,1499.4,0.9,0.000049152,4096,1016,74.35,1.63042E+38,1.34158E+37,,CDF
B05065,20240312,60381.113134369,60381.109267109,529.3,0.2,2.4,0.2,56.81,3.86,187.6,5.8,1320.3,3.2,1414.1,1.4,1507.9,3.2,0.000049152,4096,136.42,14.67,1.08823E+37,1.21768E+36,,Gaussian
B05066,20240312,60381.113134760,60381.109267500,529.1,0.1,1.66,0.05,424.98,28.9,299,4,1003.3,1.9,1152.8,2,1302.3,3.5,0.000049152,4096,704.33,52.74,8.9547E+37,6.81195E+36,,CDF
B05067,20240312,60381.113134892,60381.109267632,531.2,0.5,3.09,0.07,211.9,14.31,260.8,25,1238.1,25,1368.5,12.5,1498.9,1,0.000049152,4096,655.18,46.95,7.26563E+37,8.69572E+36,,CDF
B05068,20240312,60381.113148887,60381.109281628,529.6,1.6,2.43,0.09,148.67,2.73,147.2,9.4,1352,9.3,1425.6,4.7,1499.2,1,0.000049152,4096,361.8,14.94,2.26452E+37,1.72216E+36,,CDF
B05069,20240312,60381.113165228,60381.109297969,529.8,1.6,1.3,0.21,46.67,3.2,93.4,5.7,1000.6,3.1,1047.3,1.3,1094,3.1,0.000049152,4096,60.74,10.61,2.41226E+36,4.46382E+35,,Gaussian
B05070,20240312,60381.113292115,60381.109424861,529.9,0.1,2.15,0.06,271.57,20.01,468.7,8.6,1024.8,5.8,1259.1,4.2,1493.5,6.3,0.000049152,4096,583.78,45.59,1.16344E+38,9.33327E+36,,CDF
B05071,20240312,60381.113409077,60381.109541828,529.2,0.3,2.46,0.27,74.49,5.38,57.4,1.5,1441.5,0.9,1470.3,0.4,1499,0.9,0.000049152,4096,182.92,24.31,4.46445E+36,6.04662E+35,,Gaussian
B05072,20240312,60381.113410139,60381.109542890,529.1,0.1,4.35,0.09,223.82,16.18,291.6,5.7,1004.1,2.5,1149.9,2.8,1295.7,5.1,0.000049152,4096,974.68,73.16,1.20852E+38,9.37362E+36,,CDF
B05073,20240312,60381.113560676,60381.109693433,529.5,0.4,3.37,0.11,131.89,9.39,384.8,77,1000.4,54.4,1192.8,54.4,1385.2,54.4,0.000049152,4096,444.12,34.58,7.26666E+37,1.56031E+37,,Manual
B05074,20240312,60381.113673107,60381.109805869,529.6,0.1,1.82,0.05,379.79,18.35,253,6.3,1001.6,1,1128.1,3.2,1254.6,6.3,0.000049152,4096,692.19,39.34,7.44641E+37,4.62089E+36,,CDF
B05075,20240312,60381.113810737,60381.109943504,530.4,0.5,3.08,0.31,64.73,4.9,106.8,1.4,1025.1,0.8,1078.5,0.4,1132,0.8,0.000049152,4096,199.35,25.31,9.05309E+36,1.1556E+36,,Gaussian
B05076,20240312,60381.113857923,60381.109990692,530.4,0.2,1.49,0.11,79.91,5.57,186.2,4.3,1304.3,2.4,1397.4,1,1490.5,2.4,0.000049152,4096,118.95,11.97,9.41783E+36,9.72289E+35,,Gaussian
B05077,20240312,60381.113900441,60381.110033212,530.3,0.3,4.52,0.28,83.32,6.18,199.5,14.3,1003.1,1.9,1102.9,7.2,1202.6,14.2,0.000049152,4096,376.56,36.5,3.19431E+37,3.85067E+36,,CDF
B05078,20240312,60381.113900835,60381.110033606,528.2,0.3,3.85,0.18,124.64,9.24,186.5,13.8,1004.2,2.6,1097.4,6.8,1190.7,13.5,0.000049152,4096,479.63,42.23,3.80351E+37,4.37431E+36,,CDF
B05079,20240312,60381.113920824,60381.110053596,529.5,0.2,1.85,0.3,22.01,1.68,291.8,47.6,1128.3,40.1,1274.2,22.4,1420.1,25.6,0.000049152,4096,40.79,7.28,5.06141E+36,1.22332E+36,,CDF
B05080,20240312,60381.114024616,60381.110157392,528.4,0.1,1.23,0.1,71.88,4.95,229.4,11.9,1066.4,5.8,1181.1,6,1295.8,10.4,0.000049152,4096,88.61,9.21,8.64331E+36,1.00418E+36,,CDF
B05081,20240312,60381.114051868,60381.110184645,529.5,0.2,3.09,0.25,105.26,2.31,98.5,9,1011.6,6.9,1060.9,4.5,1110.2,5.7,0.000049152,4096,325.59,27.61,1.36368E+37,1.69985E+36,,CDF
B05082,20240312,60381.114060274,60381.110193051,528.4,0.1,2.77,0.06,397.59,19.37,337.4,11.2,1001.6,1,1170.3,5.6,1338.9,11.2,0.000049152,4096,1102.1,58.72,1.58114E+38,9.9259E+36,,CDF
B05083,20240312,60381.114111007,60381.110243786,528.4,0.1,1.45,0.21,35.75,2.53,232,24.3,1333.9,13.5,1449.9,5.9,1565.9,13.5,0.000049152,4096,51.82,8.31,5.11194E+36,9.79285E+35,,Gaussian
B05084,20240312,60381.114111105,60381.110243884,528.3,0.1,1.06,0.07,95.33,6.76,238.3,4.1,1070.3,2.3,1189.5,1,1308.6,2.3,0.000049152,4096,100.76,9.73,1.02093E+37,1.00125E+36,,Gaussian
B05085,20240312,60381.114132073,60381.110264853,531.2,0.5,1.87,0.34,28.33,2.05,121.3,4.8,1334.4,2.7,1395,1.2,1455.7,2.7,0.000049152,4096,53.07,10.46,2.73706E+36,5.50447E+35,,Gaussian
B05086,20240312,60381.114225147,60381.110357931,528.1,0.1,1.85,0.07,311.63,8.88,113.9,5.1,1002.5,1,1059.5,2.6,1116.5,5,0.000049152,4096,576.39,27.77,2.79153E+37,1.83604E+36,,CDF
B05087,20240312,60381.114311163,60381.110443951,529.4,0.1,2.9,0.4,21.85,1.61,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,63.41,9.95,1.34551E+37,3.42087E+36,,Manual
B05088,20240312,60381.114369609,60381.110502399,531.2,0.5,3.66,0.25,62.21,4.6,223.7,7.8,1022.3,4.9,1134.1,3.5,1246,6,0.000049152,4096,227.82,23.04,2.167E+37,2.31854E+36,,CDF
B05089,20240312,60381.114381519,60381.110514309,528.2,0.2,3.34,0.28,84.36,2.16,148.2,6.3,1004.5,3.1,1078.6,3.1,1152.7,5.4,0.000049152,4096,282.04,24.96,1.77732E+37,1.74503E+36,,CDF
B05090,20240312,60381.114482868,60381.110615662,529.4,0.1,2.54,0.15,97.18,7,200.6,18,1071,15.7,1171.3,9,1271.6,8.8,0.000049152,4096,246.75,22.85,2.10467E+37,2.7138E+36,,CDF
B05091,20240312,60381.114577945,60381.110710743,529.4,0.1,1.37,0.23,45,3.68,116.8,7.5,1006.3,4.3,1064.7,2,1123,4.3,0.000049152,4096,61.56,11.6,3.05717E+36,6.08536E+35,,Gaussian
B05092,20240312,60381.114595326,60381.110728125,525.7,1,2.45,0.42,26.62,1.96,141.6,14.3,1352.6,13.4,1423.4,7.1,1494.1,5.1,0.000049152,4096,65.29,12.21,3.93126E+36,8.35505E+35,,CDF
B05093,20240312,60381.114607777,60381.110740576,529.3,0.1,2.31,0.12,114.62,2.82,214.3,10.1,1012.8,3.4,1120,5,1227.1,9.5,0.000049152,4096,264.83,15.3,2.41324E+37,1.79955E+36,,CDF
B05094,20240312,60381.114656142,60381.110788943,530.9,0.3,5.05,0.59,61.3,2.94,152.2,24.3,1027.3,8.3,1103.4,12.2,1179.5,22.9,0.000049152,4096,309.36,39.2,2.00206E+37,4.08087E+36,,CDF
B05095,20240312,60381.114685759,60381.110818562,529,0.2,2.31,0.32,28.47,2.21,325.8,10.1,1113.3,5.7,1276.2,2.5,1439.1,5.7,0.000049152,4096,65.84,10.43,9.12103E+36,1.47199E+36,,Gaussian
B05096,20240312,60381.114685861,60381.110818664,529,0.2,2.06,0.27,35.84,2.78,277.7,9.5,989.5,5.3,1128.3,2.3,1267.2,5.3,0.000049152,4096,73.93,11.14,8.72965E+36,1.34915E+36,,Gaussian
B05097,20240312,60381.114725997,60381.110858801,529,0.2,1.25,0.2,23.17,1.7,335,67,1128.4,47.4,1295.8,47.4,1463.3,47.4,0.000049152,4096,28.99,5.02,4.12919E+36,1.09284E+36,,Manual
B05098,20240312,60381.114842710,60381.110975519,530,0.2,1.67,0.13,57.52,3.86,241,41.3,1233.2,41,1353.7,20,1474.2,4.7,0.000049152,4096,96.11,9.92,9.84853E+36,1.97002E+36,,CDF
B05099,20240312,60381.114935184,60381.111067997,529.9,1.1,2.96,0.47,29.72,2.21,198.7,6.8,1002.4,3.7,1101.8,1.5,1201.1,3.7,0.000049152,4096,88.04,15.3,7.43885E+36,1.31779E+36,,Gaussian
B05100,20240312,60381.115184103,60381.111316926,529.2,0.1,2.94,0.06,309.1,15.4,352.5,7.6,1002.5,1,1178.8,3.8,1355.1,7.6,0.000049152,4096,909.36,48.94,1.363E+38,7.90215E+36,,CDF
B05101,20240312,60381.115188417,60381.111321240,528.3,0.7,3.48,0.27,117.11,3.07,87,9.2,1004.3,3.2,1047.8,4.6,1091.3,8.6,0.000049152,4096,407.18,33.47,1.50628E+37,2.01738E+36,,CDF
B05102,20240312,60381.115216411,60381.111349235,528.5,0.1,1.06,0.08,78.51,4.77,215.3,14.4,1142.6,5,1250.3,7.2,1357.9,13.5,0.000049152,4096,82.89,8.22,7.58852E+36,9.07523E+35,,CDF
B05103,20240312,60381.115270510,60381.111403336,529.1,0.1,2.35,0.05,666.21,50.71,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,1567.83,123.94,3.32661E+38,7.15413E+37,,Manual
B05104,20240312,60381.115368273,60381.111501103,529.2,0.1,1.8,0.1,136.2,9.82,221.8,5.9,1004.6,2.7,1115.5,3,1226.4,5.3,0.000049152,4096,244.89,22.44,2.30955E+37,2.20395E+36,,CDF
B05105,20240312,60381.115373001,60381.111505831,529.1,1.6,1.66,0.17,88.94,6.59,79.7,2.4,1430,1.3,1469.8,0.6,1509.7,1.3,0.000049152,4096,147.65,18.81,5.00381E+36,6.55091E+35,,Gaussian
B05106,20240312,60381.115392468,60381.111525299,529.1,1.6,3.81,0.08,221.04,16.99,259.1,5.6,1004.5,2.5,1134.1,2.7,1263.7,5,0.000049152,4096,841.56,67.36,9.27162E+37,7.68708E+36,,CDF
B05107,20240312,60381.115392698,60381.111525529,528.4,0.1,2.9,0.05,618.03,47.52,282.9,6.6,1006.5,3.1,1148,3.4,1289.4,5.8,0.000049152,4096,1794.16,141.69,2.15824E+38,1.77725E+37,,CDF
B05108,20240312,60381.115923581,60381.112056434,530.1,0.2,1.26,0.16,32.77,2.64,419.5,51.7,1259.6,31,1469.3,17.1,1679.1,31,0.000049152,4096,41.3,6.2,7.36681E+36,1.43019E+36,,Gaussian
B05109,20240312,60381.115949022,60381.112081876,530.7,0.1,2.33,0.09,123.31,6.67,257.6,11.6,1123.3,7.7,1252.1,5.8,1380.9,8.7,0.000049152,4096,287.89,19.45,3.15343E+37,2.56038E+36,,CDF
B05110,20240312,60381.115952745,60381.112085599,529.2,0.1,2.75,0.26,69.04,2.84,160.8,26.3,1045.4,6.6,1125.8,13.1,1206.2,25.5,0.000049152,4096,189.93,19.29,1.29864E+37,2.50008E+36,,CDF
B05111,20240312,60381.116042875,60381.112175732,527.1,0.5,1.8,0.1,163.43,2.36,63.2,10.1,1430.5,8.6,1462.1,5,1493.7,5.3,0.000049152,4096,293.5,16.14,7.88719E+36,1.33297E+36,,CDF
B05112,20240312,60381.116043594,60381.112176451,528.9,0.2,4.48,0.07,309.43,22.44,348.4,5.1,1006.1,3,1180.3,2.4,1354.4,4.1,0.000049152,4096,1387.68,102.88,2.05576E+38,1.55356E+37,,CDF
B05113,20240312,60381.116043803,60381.112176660,528.9,0.2,4.69,0.34,62.19,4.51,135,3.2,988.7,1.7,1056.2,0.7,1123.7,1.7,0.000049152,4096,291.36,29.8,1.67251E+37,1.7558E+36,,Gaussian
B05114,20240312,60381.116044477,60381.112177334,529.2,0.1,2.12,0.08,111.32,8.52,384.6,18.7,1039.7,17.1,1232,8.5,1424.3,7.6,0.000049152,4096,235.57,19.92,3.85249E+37,3.75809E+36,,CDF
B05115,20240312,60381.116044691,60381.112177548,529.2,0.1,2.4,0.05,1261.19,96.51,433.6,86.7,1008.2,61.3,1225,61.3,1441.8,61.3,0.000049152,4096,3022.97,239.59,5.57349E+38,1.1988E+38,,Manual
B05116,20240312,60381.116045665,60381.112178523,529.2,0.1,3,0.13,153.18,11.65,124.6,1.7,996.5,1,1058.8,0.4,1121.1,1,0.000049152,4096,460.2,40.43,2.43821E+37,2.16754E+36,,Gaussian
B05117,20240312,60381.116148142,60381.112281004,530.1,0.6,1.7,0.07,182.76,13.31,280.1,7.9,1266.1,4.3,1406.2,1.7,1546.2,4.3,0.000049152,4096,310.55,25.68,3.69874E+37,3.23115E+36,,Gaussian
B05118,20240312,60381.116148679,60381.112281541,530.1,0.6,1.7,0.06,271.47,19.76,202.1,40.4,1297.3,28.6,1398.4,28.6,1499.5,28.6,0.000049152,4096,460.6,37.13,3.9582E+37,8.5317E+36,,Manual
B05119,20240312,60381.116148808,60381.112281670,530.1,0.6,1.35,0.15,49.91,3.63,191.4,38.3,1306.1,27.1,1401.8,27.1,1497.5,27.1,0.000049152,4096,67.36,9.13,5.48184E+36,1.32485E+36,,Manual
B05120,20240312,60381.116149503,60381.112282365,527.8,0.2,1.4,0.11,78.27,5.77,152.6,8.2,1149.4,4.8,1225.7,3.7,1302,6.6,0.000049152,4096,109.84,11.9,7.1269E+36,8.61766E+35,,CDF
B05121,20240312,60381.116185575,60381.112318438,527.8,0.2,2.37,0.29,74.98,1.24,57,10,1023.3,4.1,1051.8,5,1080.3,9.1,0.000049152,4096,177.79,22.14,4.30913E+36,9.27005E+35,,CDF
B05122,20240312,60381.116219239,60381.112352104,528.3,0.3,1.41,0.17,40.67,3.07,202.7,38.5,1043.8,29.7,1145.2,18.1,1246.5,24.6,0.000049152,4096,57.15,8.17,4.92582E+36,1.17121E+36,,CDF
B05123,20240312,60381.116271327,60381.112404194,528.6,0.1,4.57,0.3,127.81,2.49,78.5,11.2,1029.9,9.9,1069.1,5.6,1108.4,5.3,0.000049152,4096,583.88,40,1.94893E+37,3.08462E+36,,CDF
B05124,20240312,60381.116275254,60381.112408121,529.2,0.1,1.88,0.12,65.61,4.78,273.1,13.4,1035.7,9.3,1172.2,5.8,1308.8,9.7,0.000049152,4096,123.65,12.05,1.43591E+37,1.56684E+36,,CDF
B05125,20240312,60381.116401794,60381.112534666,527.8,0.5,7.53,1.08,91.99,2.1,103.4,7.9,1005.7,3.2,1057.4,3.9,1109.1,7.2,0.000049152,4096,692.31,100.52,3.04387E+37,4.9939E+36,,CDF
B05126,20240312,60381.116548449,60381.112681327,530.7,0.1,2.83,0.08,150.94,14.46,339,3.7,1160.3,3.6,1329.8,1.9,1499.3,0.9,0.000049152,4096,427.6,42.68,6.1637E+37,6.18905E+36,,CDF
B05127,20240312,60381.116568460,60381.112701339,528.5,0.3,1.5,0.16,62.74,4.44,147.2,2.5,1001.2,1.4,1074.8,0.7,1148.4,1.4,0.000049152,4096,94.39,12.05,5.90804E+36,7.61086E+35,,Gaussian
B05128,20240312,60381.116624916,60381.112757797,528.3,0.2,4.17,0.29,135.16,3.55,120.7,9,1002.7,1.2,1063.1,4.5,1123.5,8.9,0.000049152,4096,563.77,41.85,2.89341E+37,3.0443E+36,,CDF
B05129,20240312,60381.116649151,60381.112782033,529.2,0.1,2.44,0.05,656.78,27.14,295.9,3.1,1002.5,0.9,1150.5,1.6,1298.4,3,0.000049152,4096,1604.93,74.68,2.01932E+38,9.63154E+36,,CDF
B05130,20240312,60381.116730766,60381.112863651,529.2,0.1,3.21,0.08,200.66,19.6,329.9,15.8,1109.5,13.1,1274.4,7.9,1439.4,8.8,0.000049152,4096,643.29,64.63,9.02393E+37,1.00439E+37,,CDF
B05131,20240312,60381.116757941,60381.112890827,530.9,0.2,3.88,0.13,119.06,2.4,198.7,20.9,1299.9,20.8,1399.2,10.5,1498.6,1.7,0.000049152,4096,461.91,18.03,3.90264E+37,4.37848E+36,,CDF
B05132,20240312,60381.116801395,60381.112934283,528.6,0.1,2.64,0.16,112.82,7.13,247.5,12.3,1025,10.5,1148.7,6.2,1272.4,6.4,0.000049152,4096,298.4,26.48,3.1404E+37,3.19364E+36,,CDF
B05133,20240312,60381.116866403,60381.112999294,527.6,0.2,3.94,0.66,29.72,2.36,178.9,5.8,1002.4,3.1,1091.8,1.2,1181.3,3.1,0.000049152,4096,117.21,21.81,8.91598E+36,1.68398E+36,,Gaussian
B05134,20240312,60381.117016130,60381.113149027,529.7,0.1,2.5,0.06,240.19,15.61,430.1,5.1,1069.1,5,1284.2,2.6,1499.2,1,0.000049152,4096,600.89,41.77,1.09892E+38,7.75002E+36,,CDF
B05135,20240312,60381.117091628,60381.113224528,529.2,0.2,2.52,0.24,100.13,1.97,55.4,10.7,1013.7,4.7,1041.4,5.4,1069.1,9.7,0.000049152,4096,252.12,24.67,5.93909E+36,1.28589E+36,,CDF
B05136,20240312,60381.117125789,60381.113258690,529.2,0.2,2.21,0.1,109.11,2.04,154,8,1342.5,7.5,1419.5,4,1496.5,2.8,0.000049152,4096,240.81,11.8,1.57689E+37,1.12612E+36,,CDF
B05137,20240312,60381.117140020,60381.113272922,528.3,0.2,0.81,0.06,82.43,5.73,254.5,7.2,1225.7,4,1352.9,1.7,1480.1,4,0.000049152,4096,66.89,7.06,7.23892E+36,7.90538E+35,,Gaussian
B05138,20240312,60381.117228799,60381.113361704,529.5,0.2,8.04,0.11,267.54,18.26,492.3,3.5,1007,3.3,1253.2,1.7,1499.3,1,0.000049152,4096,2152.06,149.8,4.50493E+38,3.15218E+37,,CDF
B05139,20240312,60381.117231375,60381.113364280,532.7,0.3,5.7,0.28,92.64,6.43,291.3,10.5,962.3,5.7,1107.9,2.2,1253.6,5.7,0.000049152,4096,528.32,45.2,6.54402E+37,6.07548E+36,,Gaussian
B05140,20240312,60381.117321273,60381.113454182,528.1,0.3,2.3,0.38,36.7,2.7,204.2,6.7,996.6,3.7,1098.7,1.5,1200.8,3.7,0.000049152,4096,84.52,15.33,7.33903E+36,1.35291E+36,,Gaussian
B05141,20240312,60381.117321682,60381.113454591,527.7,0.3,3.06,0.14,215.59,5.73,82.4,14.4,1002.5,1,1043.7,7.2,1084.9,14.4,0.000049152,4096,660.13,35.82,2.31291E+37,4.23231E+36,,CDF
B05142,20240312,60381.117500969,60381.113633885,529,0.1,2.74,0.19,75.87,3.88,228.2,20.2,1026.4,17.9,1140.5,10.1,1254.6,9.4,0.000049152,4096,208.22,17.96,2.02042E+37,2.49708E+36,,CDF
B05143,20240312,60381.117534643,60381.113667561,528.4,0.1,2.09,0.05,946.03,67.77,268.2,27.3,1002.5,1,1136.7,13.7,1270.8,27.3,0.000049152,4096,1981.7,149.64,2.25996E+38,2.8643E+37,,CDF
B05144,20240312,60381.117626784,60381.113759705,529,0.1,2.41,0.11,79.85,5.87,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,192.36,16.47,4.08142E+37,8.87906E+36,,Manual
B05145,20240312,60381.117655415,60381.113788337,529.1,0.1,2.06,0.05,439.61,33.04,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,907.54,71.8,1.92561E+38,4.14162E+37,,Manual
B05146,20240312,60381.117689156,60381.113822080,528.9,0.3,1.27,0.19,26.52,1.85,428.6,23.1,1039.8,12.8,1254.1,5.5,1468.4,12.8,0.000049152,4096,33.77,5.53,6.15353E+36,1.06058E+36,,Gaussian
B05147,20240312,60381.117690646,60381.113823570,528.8,0.1,1.33,0.07,90.93,6.51,271.9,41.4,1180.1,25.9,1316.1,20.7,1452,32.2,0.000049152,4096,120.51,10.98,1.39332E+37,2.47209E+36,,CDF
B05148,20240312,60381.117710047,60381.113842972,529.5,0.1,2.02,0.07,233.84,8.61,227.6,5.1,1002.5,1,1116.3,2.5,1230.1,5,0.000049152,4096,473.3,23.4,4.58051E+37,2.48636E+36,,CDF
B05149,20240312,60381.117723828,60381.113856753,529.5,0.1,3.49,0.1,139.2,7.34,340.2,15.3,1041.4,12.4,1211.5,7.7,1381.6,8.9,0.000049152,4096,485.98,28.93,7.03001E+37,5.24447E+36,,CDF
B05150,20240312,60381.117773603,60381.113906530,529.2,0.1,3.56,0.06,366.83,28.16,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,1305.11,102.34,2.76918E+38,5.94885E+37,,Manual
B05151,20240312,60381.117773719,60381.113906646,529.2,0.1,2.35,0.37,30.97,2.38,209,6,1062.3,3.4,1166.8,1.5,1271.3,3.4,0.000049152,4096,72.92,12.8,6.48032E+36,1.15244E+36,,Gaussian
B05152,20240312,60381.117773827,60381.113906754,529.5,0.1,3.44,0.39,27.29,2.1,402.3,80.5,1059,56.9,1260.2,56.9,1461.4,56.9,0.000049152,4096,93.77,12.88,1.60397E+37,3.89335E+36,,Manual
B05153,20240312,60381.117858450,60381.113991381,528.8,0.1,1.38,0.06,186.01,14.16,346.6,20.4,1152.6,20.4,1325.9,10.2,1499.2,1,0.000049152,4096,257.2,22.18,3.7906E+37,3.95747E+36,,CDF
B05154,20240312,60381.117858855,60381.113991786,529.6,1.3,1.58,0.21,38.17,2.84,243.8,27.4,1356.9,16.6,1478.7,9.3,1600.6,16.6,0.000049152,4096,60.4,9.08,6.26121E+36,1.17551E+36,,Gaussian
B05155,20240312,60381.117922880,60381.114055813,529.6,1.3,1.47,0.19,35.99,2.67,187.2,6.1,1163.1,3.4,1256.7,1.6,1350.3,3.4,0.000049152,4096,53.06,8.02,4.22375E+36,6.53392E+35,,Gaussian
B05156,20240312,60381.117979987,60381.114112923,529.2,0.1,4.18,0.08,196.36,17.19,442.5,80.9,1056.7,80.9,1278,40.4,1499.2,1,0.000049152,4096,820.77,73.63,1.54433E+38,3.145E+37,,CDF
B05157,20240312,60381.118001769,60381.114134705,529.7,0.6,2.09,0.39,27.33,2.03,95,3.2,1038.7,1.8,1086.2,0.8,1133.7,1.8,0.000049152,4096,57.02,11.4,2.30325E+36,4.66975E+35,,Gaussian
B05158,20240312,60381.118084958,60381.114217898,528.9,0.1,2.26,0.15,93.34,2.92,162.6,14.5,1012.9,5.1,1094.2,7.3,1175.5,13.6,0.000049152,4096,210.63,15.52,1.45631E+37,1.68469E+36,,CDF
B05159,20240312,60381.118116557,60381.114249498,528,0.3,1.23,0.15,44.85,3.46,241.4,5.7,1006,3.2,1126.7,1.5,1247.4,3.2,0.000049152,4096,55.02,7.98,5.64798E+36,8.30055E+35,,Gaussian
B05160,20240312,60381.118117667,60381.114250608,529.1,0.1,1.51,0.08,82.89,3.9,254.8,15.4,1238.6,12.6,1365.9,7.7,1493.3,8.9,0.000049152,4096,124.97,9.15,1.35394E+37,1.28583E+36,,CDF
B05161,20240312,60381.118277466,60381.114410414,528,0.1,2.55,0.05,502.44,41.01,329.6,22.5,1002.5,1,1167.3,11.3,1332.1,22.5,0.000049152,4096,1281.47,107.98,1.79598E+38,1.94764E+37,,CDF
B05162,20240312,60381.118279166,60381.114412114,528.4,0.1,2.94,0.17,81.43,6.16,205.6,8.1,1008.8,3.5,1111.6,3.9,1214.4,7.3,0.000049152,4096,239.04,22.56,2.08979E+37,2.13721E+36,,CDF
B05163,20240312,60381.118279386,60381.114412334,528.4,0.1,0.77,0.07,80.6,6.06,227.5,45.5,1000.4,32.2,1114.2,32.2,1228,32.2,0.000049152,4096,61.73,7.31,5.97114E+36,1.38765E+36,,Manual
B05164,20240312,60381.118279541,60381.114412489,528.4,0.1,1.34,0.06,199.98,15.05,239.8,5.8,1255.9,4,1375.8,2.7,1495.7,4.1,0.000049152,4096,267.82,23.23,2.73085E+37,2.45909E+36,,CDF
B05165,20240312,60381.118280410,60381.114413358,530.8,0.2,3.69,0.33,43.27,3.26,277.5,12.5,1014.3,7,1153,3.1,1291.8,7,0.000049152,4096,159.6,18.71,1.88323E+37,2.36535E+36,,Gaussian
B05166,20240312,60381.118385532,60381.114518484,528.7,0.1,2.82,0.07,167.37,16.19,434.6,5.1,1064.6,5,1281.9,2.6,1499.3,0.9,0.000049152,4096,472.42,47.36,8.73012E+37,8.81248E+36,,CDF
B05167,20240312,60381.118386879,60381.114519831,529.2,0.1,2.75,0.13,68.97,6.28,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,189.91,19.57,4.02958E+37,9.06638E+36,,Manual
B05168,20240312,60381.118477369,60381.114610325,528.2,0.3,1.89,0.25,28.05,2,284.6,8.6,1055.9,4.8,1198.2,2.1,1340.5,4.8,0.000049152,4096,52.9,7.89,6.40202E+36,9.74678E+35,,Gaussian
B05169,20240312,60381.118505554,60381.114638511,527.4,1.5,2.05,0.45,27.16,2.08,125,25,1374.5,17.7,1437,17.7,1499.5,17.7,0.000049152,4096,55.59,13.06,2.95447E+36,9.11477E+35,,Manual
B05170,20240312,60381.118520290,60381.114653247,528.4,0.3,1.63,0.2,57.39,4.16,82.2,1.5,1034.3,0.8,1075.4,0.4,1116.5,0.8,0.000049152,4096,93.47,13.46,3.26684E+36,4.7409E+35,,Gaussian
B05171,20240312,60381.118588232,60381.114721192,527.8,0.3,0.53,0.06,112.92,8.26,184,9,1366.1,5.1,1458.1,2.3,1550.1,5.1,0.000049152,4096,60.2,7.83,4.70998E+36,6.54547E+35,,Gaussian
B05172,20240312,60381.118606957,60381.114739918,528.7,0.2,1.85,0.2,93.48,1.92,90.6,9.4,1035.7,6.5,1081,4.7,1126.3,6.7,0.000049152,4096,173.12,18.71,6.66912E+36,9.99073E+35,,CDF
B05173,20240312,60381.118681554,60381.114814518,529.2,0.1,1.58,0.09,81.58,6.28,390.2,17.4,1159.6,9.5,1354.7,3.9,1549.8,9.5,0.000049152,4096,129.03,12.24,2.14091E+37,2.24382E+36,,Gaussian
B05174,20240312,60381.118682515,60381.114815479,529,0.5,3.76,0.77,45.49,0.53,60.4,10.6,1033.1,7,1063.3,5.3,1093.5,8,0.000049152,4096,170.84,35.22,4.38758E+36,1.18788E+36,,CDF
B05175,20240312,60381.118771871,60381.114904839,529.3,0.3,5.78,0.15,262.19,6.86,146.7,4.1,1002.5,0.9,1075.9,2,1149.2,4,0.000049152,4096,1515.12,56.74,9.45105E+37,4.41634E+36,,CDF
B05176,20240312,60381.118831527,60381.114964497,528.9,0.2,3.09,0.26,91.34,2.26,136.5,8.5,1002.6,1,1070.9,4.3,1139.1,8.5,0.000049152,4096,282.06,24.68,1.6371E+37,1.7583E+36,,CDF
B05177,20240312,60381.118885053,60381.115018025,529,0.1,3.45,0.06,706.77,49.11,183.7,7.3,1002.5,0.9,1094.3,3.7,1186.2,7.3,0.000049152,4096,2435.66,174.28,1.90252E+38,1.5572E+37,,CDF
B05178,20240312,60381.118922103,60381.115055077,528.4,0.1,4.48,0.05,1109.05,63.01,290,29.8,1209.2,29.8,1354.2,14.9,1499.2,1.1,0.000049152,4096,4968.56,287.93,6.12678E+38,7.22791E+37,,CDF
