,BurstID,Date,MJD,MJD(bary@inf freq.),DM,DMError,width,widtherror,flux,fluxerror,bandwidth,bandwidtherror,Lower_Freq.(MHz),Lower_Freq_err(MHz),feakfrequency,feakfrequencyerror,Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,fluence_mJyms,fluenceerror,energy,energyerror,note,bestfit,saturation_tag
3421,B03422,20240311,60380.175419601,60380.171515221,528.4,0.2,3.05,0.07,225.82,9.81,369.5,14.0,1129.9,14.0,1314.6,7.0,1499.4,0.9,4.9152e-05,4096,688.83,33.7,1.08226e+38,6.696379999999999e+36,NA,CDF,False
3422,B03423,20240311,60380.175490767,60380.171586389,530.4,0.1,4.25,0.1,254.28,5.4,210.4,4.9,1002.6,1.0,1107.8,2.5,1213.0,4.8,4.9152e-05,4096,1080.12,34.4,9.66326e+37,3.81253e+36,NA,CDF,False
3423,B03424,20240311,60380.175588871,60380.171684497,529.4,0.1,1.89,0.05,312.4,9.91,359.6,4.2,1012.5,2.7,1192.3,2.1,1372.1,3.2,4.9152e-05,4096,591.35,25.06,9.04213e+37,3.9741e+36,NA,CDF,False
3424,B03425,20240311,60380.175590641,60380.171686267,531.4,0.1,3.1,0.08,147.44,5.93,489.4,6.6,1009.9,6.5,1254.6,3.3,1499.3,0.9,4.9152e-05,4096,457.61,21.61,9.52279e+37,4.67767e+36,NA,CDF,False
3425,B03426,20240311,60380.17577776,60380.171873393,529.6,0.1,2.42,0.12,83.09,3.03,248.9,19.4,1154.8,4.8,1279.2,9.7,1403.7,18.8,4.9152e-05,4096,201.33,12.15,2.13077e+37,2.1006000000000002e+36,NA,CDF,False
3426,B03427,20240311,60380.175827554,60380.171923189,528.1,0.1,1.73,0.16,54.15,1.14,182.9,13.0,1126.0,7.3,1217.5,6.5,1308.9,10.8,4.9152e-05,4096,93.81,8.78,7.29587e+36,8.57554e+35,NA,CDF,False
3427,B03428,20240311,60380.175827672,60380.171923307,527.8,0.1,2.38,0.44,21.08,0.89,291.5,8.7,1035.0,4.9,1180.7,2.2,1326.4,4.9,4.9152e-05,4096,50.24,9.49,6.22709e+36,1.19118e+36,NA,Gaussian,False
3428,B03429,20240311,60380.175929307,60380.172024946,528.7,3.5,3.7,0.14,111.2,2.07,207.6,6.6,1291.6,6.5,1395.4,3.3,1499.2,1.0,4.9152e-05,4096,410.93,16.99,3.62744e+37,1.89201e+36,NA,CDF,False
3429,B03430,20240311,60380.175942911,60380.172038551,529.6,0.2,2.07,0.3,25.01,1.04,345.3,11.3,943.4,6.2,1116.0,2.5,1288.7,6.2,4.9152e-05,4096,51.82,7.85,7.60812e+36,1.17893e+36,NA,Gaussian,False
3430,B03431,20240311,60380.176006813,60380.172102455,528.4,0.2,1.54,0.07,123.89,2.31,162.4,18.6,1294.4,13.5,1375.6,9.3,1456.8,12.7,4.9152e-05,4096,190.82,9.61,1.3177200000000002e+37,1.64865e+36,NA,CDF,False
3431,B03432,20240311,60380.176009284,60380.172104926,529.4,0.1,4.67,0.05,840.96,36.29,496.1,2.8,1002.5,1.0,1250.6,1.4,1498.6,2.7,4.9152e-05,4096,3930.95,175.03,8.29221e+38,3.7217700000000003e+37,NA,CDF,False
3432,B03433,20240311,60380.176099328,60380.172194974,530.8,0.3,2.22,0.08,115.33,4.88,294.5,26.4,1201.4,25.8,1348.6,13.2,1495.8,5.6,4.9152e-05,4096,256.37,14.24,3.2103400000000003e+37,3.38565e+36,NA,CDF,False
3433,B03434,20240311,60380.176227332,60380.172322983,528.3,0.4,2.0,0.2,51.51,2.16,195.7,7.8,961.8,4.3,1059.7,1.8,1157.5,4.3,4.9152e-05,4096,102.91,11.12,8.563659999999999e+36,9.85988e+35,NA,Gaussian,False
3434,B03435,20240311,60380.176304243,60380.172399897,527.1,4.2,1.77,0.25,40.37,1.65,133.8,2.4,1009.0,1.3,1075.9,0.6,1142.8,1.3,4.9152e-05,4096,71.48,10.5,4.06691e+36,6.01811e+35,NA,Gaussian,False
3435,B03436,20240311,60380.176364808,60380.172460464,529.4,0.5,2.1,0.36,24.15,1.05,214.5,8.2,1291.1,4.5,1398.3,1.9,1505.5,4.5,4.9152e-05,4096,50.81,9.01,4.63417e+36,8.40811e+35,NA,Gaussian,False
3436,B03437,20240311,60380.176406104,60380.172501762,529.4,0.1,1.57,0.05,1162.92,45.39,496.3,2.3,1002.8,1.1,1250.9,1.1,1499.1,2.0,4.9152e-05,4096,1824.28,91.41,3.84982e+38,1.9373400000000002e+37,NA,CDF,False
3437,B03438,20240311,60380.176438176,60380.172533835,529.3,0.1,1.19,0.06,190.97,3.46,171.9,4.8,1327.0,4.5,1413.0,2.4,1498.9,1.5,4.9152e-05,4096,226.62,11.54,1.65646e+37,9.621180000000001e+35,NA,CDF,False
3438,B03439,20240311,60380.176514626,60380.172610288,527.3,1.6,0.85,0.13,33.2,1.42,216.8,43.4,1282.7,30.7,1391.1,30.7,1499.5,30.7,4.9152e-05,4096,28.38,4.5,2.61631e+36,6.678970000000001e+35,NA,Manual,False
3439,B03440,20240311,60380.176596564,60380.172692229,531.2,0.6,3.23,0.49,32.93,0.62,95.4,17.8,1382.5,8.5,1430.2,8.9,1477.9,15.7,4.9152e-05,4096,106.31,16.39,4.31236e+36,1.0437e+36,NA,CDF,False
3440,B03441,20240311,60380.176670501,60380.172766169,532.6,0.4,4.02,0.16,132.64,2.76,191.5,6.7,1002.5,0.9,1098.2,3.4,1194.0,6.7,4.9152e-05,4096,533.12,23.44,4.341120000000001e+37,2.4390899999999998e+36,NA,CDF,False
3441,B03442,20240311,60380.176736806,60380.172832476,528.1,0.2,1.42,0.06,190.11,3.96,148.7,17.5,1346.1,17.1,1420.4,8.8,1494.8,4.0,4.9152e-05,4096,269.36,12.63,1.7031400000000001e+37,2.15758e+36,NA,CDF,False
3442,B03443,20240311,60380.176829745,60380.172925419,528.8,0.1,2.73,0.06,199.31,7.32,414.1,25.8,1085.1,25.8,1292.2,12.9,1499.2,1.1,4.9152e-05,4096,544.32,23.62,9.584399999999999e+37,7.27668e+36,NA,CDF,False
3443,B03444,20240311,60380.176832079,60380.172927753,528.4,0.4,1.37,0.16,41.47,1.86,186.1,4.3,1133.2,2.4,1226.3,1.2,1319.3,2.4,4.9152e-05,4096,57.0,7.17,4.5106499999999996e+36,5.76526e+35,NA,Gaussian,False
3444,B03445,20240311,60380.17696144,60380.173057119,528.4,0.1,2.11,0.17,58.6,1.89,188.9,22.2,1168.8,21.3,1263.3,11.1,1357.7,6.4,4.9152e-05,4096,123.63,10.47,9.930519999999999e+36,1.43842e+36,NA,CDF,False
3445,B03446,20240311,60380.177090619,60380.173186303,531.0,0.2,3.8,0.36,47.54,0.88,184.4,15.2,1034.3,4.1,1126.5,7.6,1218.7,14.7,4.9152e-05,4096,180.6,17.33,1.41605e+37,1.79113e+36,NA,CDF,False
3446,B03447,20240311,60380.177090937,60380.173186621,530.0,0.1,3.32,0.35,73.3,1.93,73.0,6.2,1002.2,1.9,1038.7,3.1,1075.2,6.0,4.9152e-05,4096,243.11,26.27,7.54622e+36,1.03728e+36,NA,CDF,False
3447,B03448,20240311,60380.177219857,60380.173315546,530.0,0.1,3.79,0.06,352.05,23.81,499.0,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,4.9152e-05,4096,1334.79,92.46,2.83216e+38,5.99445e+37,NA,Manual,False
3448,B03449,20240311,60380.177333726,60380.173429419,528.0,0.2,6.52,0.09,248.31,10.57,485.9,3.4,1013.0,3.3,1256.0,1.7,1498.9,0.9,4.9152e-05,4096,1618.5,72.17,3.34397e+38,1.5093400000000001e+37,NA,CDF,False
3449,B03450,20240311,60380.177354474,60380.173450168,528.8,0.1,1.47,0.06,220.99,4.14,238.3,4.9,1007.3,3.2,1126.5,2.4,1245.6,3.7,4.9152e-05,4096,324.58,14.15,3.28893e+37,1.58563e+36,NA,CDF,False
3450,B03451,20240311,60380.177397933,60380.173493629,531.1,0.5,3.23,0.08,170.18,8.0,226.1,15.8,1273.2,15.8,1386.2,7.9,1499.3,0.9,4.9152e-05,4096,549.93,29.45,5.28707e+37,4.65465e+36,NA,CDF,False
3451,B03452,20240311,60380.177421303,60380.173517,529.0,0.4,2.63,0.12,90.05,1.69,182.4,11.1,1304.9,7.9,1396.1,5.6,1487.3,7.9,4.9152e-05,4096,236.85,11.61,1.8369400000000002e+37,1.43525e+36,NA,CDF,False
3452,B03453,20240311,60380.177512257,60380.173607957,529.3,0.1,3.26,0.07,179.24,5.82,439.1,13.4,1026.2,4.2,1245.8,6.7,1465.4,12.7,4.9152e-05,4096,583.62,22.77,1.08968e+38,5.397049999999999e+36,NA,CDF,False
3453,B03454,20240311,60380.177625215,60380.173720919,530.3,0.2,3.21,0.07,315.08,7.15,164.5,12.2,1002.4,0.8,1084.7,6.1,1166.9,12.1,4.9152e-05,4096,1012.39,32.48,7.0814e+37,5.72233e+36,NA,CDF,False
3454,B03455,20240311,60380.177736513,60380.173832222,530.5,0.1,2.46,0.15,56.25,2.35,370.7,21.0,1103.0,14.1,1288.4,9.7,1473.7,15.5,4.9152e-05,4096,138.6,10.01,2.18471e+37,2.00544e+36,NA,CDF,False
3455,B03456,20240311,60380.177805025,60380.173900736,530.4,0.6,3.65,0.46,34.82,1.53,200.1,4.9,974.3,2.7,1074.4,1.1,1174.4,2.7,4.9152e-05,4096,127.11,17.1,1.08153e+37,1.479e+36,NA,Gaussian,False
3456,B03457,20240311,60380.177868813,60380.173964527,528.9,0.2,2.72,0.08,174.69,3.58,207.8,8.6,1291.6,8.6,1395.5,4.3,1499.4,0.8,4.9152e-05,4096,474.84,16.54,4.1956600000000003e+37,2.26953e+36,NA,CDF,False
3457,B03458,20240311,60380.177879955,60380.173975669,528.5,0.3,0.9,0.09,47.57,2.21,262.7,7.1,1160.5,4.0,1291.9,1.8,1423.3,4.0,4.9152e-05,4096,42.93,4.64,4.7958000000000005e+36,5.34712e+35,NA,Gaussian,False
3458,B03459,20240311,60380.178046025,60380.174141746,531.3,0.7,5.79,0.29,79.58,1.45,241.7,14.3,1011.1,4.0,1131.9,7.1,1252.8,13.7,4.9152e-05,4096,460.7,24.44,4.73478e+37,3.7627899999999997e+36,NA,CDF,False
3459,B03460,20240311,60380.178046593,60380.174142314,531.3,0.8,4.94,0.19,130.12,2.6,219.3,27.4,1002.6,1.0,1112.2,13.7,1221.9,27.3,4.9152e-05,4096,642.29,27.38,5.989270000000001e+37,7.90668e+36,NA,CDF,False
3460,B03461,20240311,60380.178080126,60380.174175848,528.1,0.1,1.45,0.05,871.17,26.58,408.6,2.7,1002.6,1.0,1206.8,1.4,1411.1,2.5,4.9152e-05,4096,1262.93,57.84,2.1942299999999997e+38,1.0153999999999999e+37,NA,CDF,False
3461,B03462,20240311,60380.178080586,60380.174176308,528.1,4.2,2.16,0.08,149.36,3.24,161.7,5.2,1336.7,4.6,1417.6,2.6,1498.4,2.5,4.9152e-05,4096,321.92,14.47,2.2134100000000003e+37,1.22326e+36,NA,CDF,False
3462,B03463,20240311,60380.178117263,60380.174212986,530.0,0.1,2.63,0.17,62.76,1.13,221.4,5.3,1013.4,3.2,1124.0,2.6,1234.7,4.2,4.9152e-05,4096,165.05,11.03,1.5538400000000002e+37,1.1033899999999999e+36,NA,CDF,False
3463,B03464,20240311,60380.17812358,60380.174219304,529.4,0.1,2.03,0.08,103.52,3.37,414.2,11.9,1036.2,10.7,1243.3,5.9,1450.4,5.2,4.9152e-05,4096,210.11,10.54,3.70055e+37,2.1395699999999999e+36,NA,CDF,False
3464,B03465,20240311,60380.178142831,60380.174238555,527.4,2,1.79,0.21,34.85,1.65,243.8,13.7,1281.7,7.5,1403.6,3.1,1525.5,7.5,4.9152e-05,4096,62.52,8.04,6.4808e+36,9.09467e+35,NA,Gaussian,False
3465,B03466,20240311,60380.178204276,60380.174300003,528.9,0.1,1.6,0.05,309.98,11.78,381.4,12.4,1095.2,10.8,1285.9,6.2,1476.6,6.1,4.9152e-05,4096,496.2,24.75,8.04711e+37,4.79126e+36,NA,CDF,False
3466,B03467,20240311,60380.178204408,60380.174300135,528.9,0.1,1.83,0.08,122.57,5.85,225.3,11.2,1007.3,3.6,1120.0,5.4,1232.6,10.6,4.9152e-05,4096,223.81,14.3,2.14408e+37,1.7354000000000002e+36,NA,CDF,False
3467,B03468,20240311,60380.178413522,60380.174509257,529.3,0.3,2.44,0.14,88.39,4.26,150.8,1.7,1003.6,0.9,1079.1,0.4,1154.5,0.9,4.9152e-05,4096,215.63,16.29,1.38266e+37,1.0561299999999999e+36,NA,Gaussian,False
3468,B03469,20240311,60380.178433511,60380.174529247,528.7,0.1,3.27,0.05,860.8,18.84,259.0,12.4,1002.5,1.0,1132.0,6.2,1261.5,12.4,4.9152e-05,4096,2818.78,76.09,3.1043099999999997e+38,1.70617e+37,NA,CDF,False
3469,B03470,20240311,60380.178526417,60380.174622156,528.7,1.6,1.41,0.14,53.38,3.02,193.5,5.5,1318.7,3.0,1415.4,1.3,1512.2,3.0,4.9152e-05,4096,75.02,8.74,6.17261e+36,7.39862e+35,NA,Gaussian,False
3470,B03471,20240311,60380.178627329,60380.174723072,529.6,0.5,1.42,0.07,136.62,3.39,150.9,13.3,1336.1,11.1,1411.6,6.7,1487.1,7.4,4.9152e-05,4096,194.13,10.62,1.24562e+37,1.2922000000000001e+36,NA,CDF,False
3471,B03472,20240311,60380.178851508,60380.17494726,530.9,0.1,2.49,0.08,113.78,5.29,477.1,6.0,1016.4,3.9,1254.9,3.0,1493.5,4.5,4.9152e-05,4096,283.82,16.0,5.7577e+37,3.3250299999999997e+36,NA,CDF,False
3472,B03473,20240311,60380.178959642,60380.175055398,528.7,0.1,3.29,0.52,20.47,0.85,213.5,7.6,1290.3,4.2,1397.1,1.8,1503.9,4.2,4.9152e-05,4096,67.36,11.06,6.11531e+36,1.0274399999999999e+36,NA,Gaussian,False
3473,B03474,20240311,60380.178960011,60380.175055767,527.7,0.1,0.79,0.07,76.13,3.28,215.1,4.9,1255.9,2.7,1363.5,1.2,1471.0,2.7,4.9152e-05,4096,60.14,5.66,5.500509999999999e+36,5.32706e+35,NA,Gaussian,False
3474,B03475,20240311,60380.179076364,60380.175172124,529.9,0.1,2.55,0.17,59.96,2.93,253.4,3.5,1090.9,2.0,1217.6,0.9,1344.3,2.0,4.9152e-05,4096,152.6,12.84,1.64428e+37,1.40194e+36,NA,Gaussian,False
3475,B03476,20240311,60380.179076719,60380.175172479,529.9,0.1,3.11,0.18,58.04,2.83,290.3,5.1,991.2,2.9,1136.3,1.3,1281.5,2.9,4.9152e-05,4096,180.33,13.76,2.22596e+37,1.74296e+36,NA,Gaussian,False
3476,B03477,20240311,60380.179151758,60380.175247521,529.2,0.1,3.33,0.06,301.13,14.92,499.0,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,4.9152e-05,4096,1002.18,52.61,2.12643e+38,4.39691e+37,NA,Manual,False
3477,B03478,20240311,60380.179155667,60380.17525143,531.2,0.5,2.56,0.29,33.1,1.84,310.5,15.8,1287.8,8.9,1443.0,4.0,1598.3,8.9,4.9152e-05,4096,84.62,10.8,1.1171800000000002e+37,1.53499e+36,NA,Gaussian,False
3478,B03479,20240311,60380.179193997,60380.175289762,528.6,0.1,2.89,0.16,82.78,1.52,212.1,9.9,1009.3,3.7,1115.3,5.0,1221.4,9.2,4.9152e-05,4096,239.09,14.34,2.15633e+37,1.63877e+36,NA,CDF,False
3479,B03480,20240311,60380.179202917,60380.175298682,526.1,1,2.52,0.4,19.48,1.0,266.6,28.5,1144.5,27.6,1277.8,13.9,1411.1,7.2,4.9152e-05,4096,49.12,8.23,5.56786e+36,1.10638e+36,NA,CDF,False
3480,B03481,20240311,60380.179219296,60380.175315062,528.8,0.2,1.4,0.13,63.99,3.12,200.8,3.1,998.1,1.7,1098.5,0.7,1198.8,1.7,4.9152e-05,4096,89.8,9.6,7.66756e+36,8.28064e+35,NA,Gaussian,False
3481,B03482,20240311,60380.179290103,60380.175385871,530.3,1,4.14,0.48,43.06,0.78,195.7,12.5,1031.5,6.7,1129.3,6.3,1227.2,10.6,4.9152e-05,4096,178.3,21.12,1.4836900000000002e+37,1.99698e+36,NA,CDF,False
3482,B03483,20240311,60380.179386045,60380.175481817,529.1,0.1,1.86,0.06,153.15,5.38,365.4,13.9,1084.3,13.2,1267.0,6.9,1449.7,4.3,4.9152e-05,4096,285.56,13.96,4.436750000000001e+37,2.74866e+36,NA,CDF,False
3483,B03484,20240311,60380.179396266,60380.175492039,528.9,0.3,2.58,0.26,46.22,2.23,165.9,2.5,1013.8,1.4,1096.8,0.6,1179.8,1.4,4.9152e-05,4096,119.18,13.5,8.40734e+36,9.60939e+35,NA,Gaussian,False
3484,B03485,20240311,60380.179648903,60380.175744685,530.1,1.6,1.55,0.25,37.78,2.05,127.8,2.9,1093.7,1.6,1157.6,0.7,1221.5,1.6,4.9152e-05,4096,58.73,9.85,3.1915699999999996e+36,5.40166e+35,NA,Gaussian,False
3485,B03486,20240311,60380.179649877,60380.175745659,529.8,0.2,3.1,0.47,21.24,1.16,309.6,61.9,1113.7,43.8,1268.5,43.8,1423.3,43.8,4.9152e-05,4096,65.74,10.68,8.65402e+36,2.22927e+36,NA,Manual,False
3486,B03487,20240311,60380.179650237,60380.175746019,529.8,0.2,3.18,0.33,50.12,0.9,170.9,13.1,1067.9,12.3,1153.4,6.5,1238.8,4.4,4.9152e-05,4096,159.32,16.65,1.15772e+37,1.5006000000000002e+36,NA,CDF,False
3487,B03488,20240311,60380.179690218,60380.175786002,529.3,3.4,4.04,0.06,357.89,11.54,435.3,25.2,1002.6,0.9,1220.2,12.6,1437.9,25.2,4.9152e-05,4096,1445.27,51.38,2.6750999999999997e+38,1.8173300000000002e+37,NA,CDF,False
3488,B03489,20240311,60380.179811036,60380.175906824,528.8,0.3,3.66,0.28,92.66,2.24,110.4,9.6,1002.6,1.1,1057.8,4.8,1113.0,9.5,4.9152e-05,4096,338.91,27.35,1.59097e+37,1.88755e+36,NA,CDF,False
3489,B03490,20240311,60380.179859114,60380.175954904,528.6,0.3,3.4,0.06,357.19,12.71,493.6,3.0,1005.8,2.8,1252.6,1.5,1499.4,0.8,4.9152e-05,4096,1215.38,47.7,2.5508899999999997e+38,1.01308e+37,NA,CDF,False
3490,B03491,20240311,60380.17992121,60380.176017003,527.0,1.9,1.89,0.19,64.61,5.14,104.0,2.0,1011.7,1.1,1063.7,0.5,1115.7,1.1,4.9152e-05,4096,122.43,15.81,5.413879999999999e+36,7.06689e+35,NA,Gaussian,False
3491,B03492,20240311,60380.179936406,60380.176032199,530.4,0.1,2.5,0.05,406.81,11.47,383.1,9.0,1008.4,3.8,1199.9,4.5,1391.5,8.2,4.9152e-05,4096,1017.93,36.04,1.65818e+38,7.04635e+36,NA,CDF,False
3492,B03493,20240311,60380.179998342,60380.176094138,529.7,0.2,3.97,0.27,67.43,1.3,230.4,12.4,1005.9,4.4,1121.1,6.2,1236.2,11.6,4.9152e-05,4096,267.54,18.85,2.621e+37,2.3235799999999998e+36,NA,CDF,False
3493,B03494,20240311,60380.180144205,60380.176240006,527.6,1,1.58,0.23,31.79,1.43,192.8,4.7,1052.7,2.6,1149.1,1.2,1245.6,2.6,4.9152e-05,4096,50.21,7.69,4.11633e+36,6.3802200000000005e+35,NA,Gaussian,False
3494,B03495,20240311,60380.180203857,60380.176299661,529.6,0.2,1.36,0.06,195.64,7.66,131.3,12.5,1364.8,11.4,1430.4,6.2,1496.1,5.1,4.9152e-05,4096,266.74,15.87,1.4892400000000002e+37,1.67174e+36,NA,CDF,False
3495,B03496,20240311,60380.180285786,60380.176381593,529.6,0.5,3.3,0.39,42.27,0.82,170.4,25.4,1040.4,22.7,1125.6,12.7,1210.8,11.3,4.9152e-05,4096,139.68,16.76,1.01208e+37,1.9367399999999998e+36,NA,CDF,False
3496,B03497,20240311,60380.180308245,60380.176404053,529.6,3.8,3.85,0.15,79.43,6.37,409.8,6.6,1046.5,4.1,1251.4,3.1,1456.3,5.2,4.9152e-05,4096,305.55,27.34,5.32431e+37,4.84008e+36,NA,CDF,False
3497,B03498,20240311,60380.180629699,60380.176725519,531.0,0.2,2.95,0.09,139.61,4.22,279.9,23.7,1219.3,23.7,1359.3,11.8,1499.2,1.0,4.9152e-05,4096,412.08,17.78,4.90447e+37,4.6609999999999996e+36,NA,CDF,False
3498,B03499,20240311,60380.180709776,60380.176805599,529.4,0.4,2.01,0.2,50.54,1.45,225.2,33.9,1132.6,14.1,1245.2,16.9,1357.8,30.8,4.9152e-05,4096,101.79,10.7,9.74738e+36,1.7897799999999998e+36,NA,CDF,False
3499,B03500,20240311,60380.180925121,60380.177020952,530.8,0.4,2.34,0.06,204.57,6.7,369.6,27.3,1129.7,27.2,1314.6,13.6,1499.4,0.8,4.9152e-05,4096,478.31,20.28,7.516950000000001e+37,6.40235e+36,NA,CDF,False
3500,B03501,20240311,60380.180994221,60380.177090055,527.9,1.1,1.18,0.15,40.55,1.43,157.7,5.2,1306.7,2.9,1385.5,1.3,1464.4,2.9,4.9152e-05,4096,47.76,6.2,3.20253e+36,4.2908600000000004e+35,NA,Gaussian,False
3501,B03502,20240311,60380.181006445,60380.177102279,531.6,0.1,3.73,0.14,92.69,3.24,463.4,9.6,1013.8,4.6,1245.5,4.8,1477.3,8.4,4.9152e-05,4096,345.76,17.58,6.812940000000001e+37,3.7411599999999997e+36,NA,CDF,False
3502,B03503,20240311,60380.181035203,60380.177131039,530.9,0.1,2.12,0.13,67.95,2.66,254.6,5.9,977.7,3.2,1105.0,1.3,1232.3,3.2,4.9152e-05,4096,144.3,10.76,1.5622e+37,1.22017e+36,NA,Gaussian,False
3503,B03504,20240311,60380.181035517,60380.177131353,530.4,0.2,2.17,0.21,47.15,1.92,177.8,3.0,1079.5,1.7,1168.4,0.7,1257.3,1.7,4.9152e-05,4096,102.09,10.81,7.71834e+36,8.273020000000001e+35,NA,Gaussian,False
3504,B03505,20240311,60380.181101204,60380.177197042,528.7,0.6,2.59,0.19,62.48,0.99,136.3,20.0,1292.8,8.2,1360.9,10.0,1429.0,18.2,4.9152e-05,4096,161.54,12.2,9.36204e+36,1.54512e+36,NA,CDF,False
3505,B03506,20240311,60380.181255368,60380.177351212,529.3,4.8,2.73,0.37,23.15,1.02,437.5,87.5,1000.4,61.9,1219.2,61.9,1437.9,61.9,4.9152e-05,4096,63.25,9.05,1.1766200000000002e+37,2.89352e+36,NA,Manual,False
3506,B03507,20240311,60380.181318501,60380.177414347,529.4,0.3,5.31,0.38,87.65,2.04,134.1,13.4,1003.1,1.6,1070.2,6.7,1137.3,13.3,4.9152e-05,4096,465.4,34.71,2.65377e+37,3.3089999999999996e+36,NA,CDF,False
3507,B03508,20240311,60380.181341967,60380.177437814,529.4,0.3,2.3,0.16,109.35,2.55,131.1,14.6,1002.8,1.3,1068.3,7.3,1133.9,14.5,4.9152e-05,4096,251.65,18.92,1.40283e+37,1.88496e+36,NA,CDF,False
3508,B03509,20240311,60380.181431205,60380.177527056,529.5,0.3,2.05,0.05,630.62,20.24,314.4,6.9,1185.0,6.9,1342.2,3.5,1499.4,0.8,4.9152e-05,4096,1289.79,52.18,1.72427e+38,7.93662e+36,NA,CDF,False
3509,B03510,20240311,60380.181510403,60380.177606257,531.3,0.8,1.75,0.1,92.32,1.67,142.7,11.1,1315.1,6.4,1386.5,5.6,1457.8,9.1,4.9152e-05,4096,161.58,9.45,9.804369999999999e+36,9.542390000000001e+35,NA,CDF,False
3510,B03511,20240311,60380.181531921,60380.177627776,529.5,0.2,1.54,0.07,114.5,3.38,180.5,9.8,1311.2,5.4,1401.4,4.9,1491.6,8.1,4.9152e-05,4096,176.29,9.98,1.3529999999999998e+37,1.0610399999999999e+36,NA,CDF,False
3511,B03512,20240311,60380.181580518,60380.177676374,529.6,1.7,1.46,0.24,25.14,1.3,343.4,10.1,1001.3,5.6,1173.1,2.4,1344.8,5.6,4.9152e-05,4096,36.72,6.31,5.361339999999999e+36,9.34307e+35,NA,Gaussian,False
3512,B03513,20240311,60380.181591245,60380.177687102,528.9,2,2.51,0.26,60.47,2.2,107.0,2.6,1004.1,1.4,1057.6,0.6,1111.1,1.4,4.9152e-05,4096,151.75,16.72,6.90403e+36,7.79206e+35,NA,Gaussian,False
3513,B03514,20240311,60380.18175234,60380.177848203,529.7,0.2,2.15,0.07,153.2,9.65,375.7,8.6,1009.5,4.0,1197.4,4.2,1385.2,7.6,4.9152e-05,4096,329.69,23.46,5.266890000000001e+37,3.9366000000000003e+36,NA,CDF,False
3514,B03515,20240311,60380.181784239,60380.177880103,528.7,1,2.39,0.26,59.37,2.5,100.1,2.1,1005.9,1.2,1056.0,0.5,1106.0,1.2,4.9152e-05,4096,141.72,16.64,6.03195e+36,7.19476e+35,NA,Gaussian,False
3515,B03516,20240311,60380.181784781,60380.177880645,529.8,0.1,2.63,0.15,126.67,2.56,160.5,13.6,1012.3,3.6,1092.6,6.8,1172.8,13.2,4.9152e-05,4096,332.83,19.65,2.2714500000000003e+37,2.3459499999999998e+36,NA,CDF,False
3516,B03517,20240311,60380.181943105,60380.178038975,531.4,0.3,3.31,0.11,109.18,3.89,392.1,5.8,1107.0,5.7,1303.1,2.9,1499.1,1.2,4.9152e-05,4096,361.62,17.51,6.029099999999999e+37,3.05213e+36,NA,CDF,False
3517,B03518,20240311,60380.181948575,60380.178044446,530.8,0.1,5.2,0.35,72.44,1.56,209.7,9.5,1005.1,2.5,1110.0,4.7,1214.8,9.1,4.9152e-05,4096,376.47,26.61,3.35689e+37,2.8183299999999997e+36,NA,CDF,False
3518,B03519,20240311,60380.18198796,60380.178083832,529.8,0.2,4.31,0.32,103.03,2.31,175.3,11.9,1002.6,1.0,1090.3,5.9,1178.0,11.8,4.9152e-05,4096,444.53,34.06,3.31351e+37,3.39208e+36,NA,CDF,False
3519,B03520,20240311,60380.18203688,60380.178132754,529.0,0.1,1.67,0.05,236.12,8.27,463.9,8.2,1016.0,4.7,1247.9,4.1,1479.8,6.7,4.9152e-05,4096,394.68,18.75,7.785199999999999e+37,3.94642e+36,NA,CDF,False
3520,B03521,20240311,60380.182072616,60380.178168491,529.5,0.2,3.73,0.07,198.73,7.09,420.5,66.3,1078.9,66.3,1289.1,33.2,1499.4,0.8,4.9152e-05,4096,741.66,30.17,1.3261e+38,2.1593e+37,NA,CDF,False
3521,B03522,20240311,60380.1821005,60380.178196376,528.9,0.1,2.72,0.15,71.49,2.23,293.6,31.0,1104.9,17.5,1251.7,15.5,1398.6,25.6,4.9152e-05,4096,194.24,12.24,2.4249600000000003e+37,2.98185e+36,NA,CDF,False
3522,B03523,20240311,60380.182108419,60380.178204296,530.4,0.1,1.96,0.12,55.88,3.35,422.7,6.4,1010.9,3.2,1222.3,3.0,1433.7,5.5,4.9152e-05,4096,109.52,9.36,1.9684300000000002e+37,1.70918e+36,NA,CDF,False
3523,B03524,20240311,60380.182262019,60380.178357902,528.4,0.3,1.42,0.12,47.24,1.94,244.5,34.5,1208.5,30.2,1330.7,16.4,1453.0,16.7,4.9152e-05,4096,66.92,6.51,6.95692e+36,1.1923699999999999e+36,NA,CDF,False
3524,B03525,20240311,60380.182389286,60380.178485174,529.0,0.1,2.18,0.06,262.85,7.38,393.9,5.1,1008.8,3.6,1205.8,2.6,1402.8,3.6,4.9152e-05,4096,572.01,22.18,9.58061e+37,3.91701e+36,NA,CDF,False
3525,B03526,20240311,60380.182414267,60380.178510155,529.0,0.3,3.92,0.29,69.12,2.97,186.8,9.9,1024.2,5.3,1117.6,4.5,1211.0,8.3,4.9152e-05,4096,270.68,23.13,2.14999e+37,2.1621899999999998e+36,NA,CDF,False
