,BurstID,Date,MJD,MJD(bary@inf freq.),DM,DMError,width,widtherror,flux,fluxerror,bandwidth,bandwidtherror,Lower_Freq.(MHz),Lower_Freq_err(MHz),feakfrequency,feakfrequencyerror,Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,fluence_mJyms,fluenceerror,energy,energyerror,note,bestfit,saturation_tag
7017,B07018,20240313,60382.178931246,60382.175107737,528.7,0.1,2.54,0.09,107.91,4.75,327.8,26.5,1144.4,21.4,1308.3,13.2,1472.2,15.6,4.9152e-05,4096,273.67,15.75,3.8144999999999997e+37,3.78533e+36,NA,CDF,False
7018,B07019,20240313,60382.17893217,60382.175108661,530.1,0.3,4.56,0.84,22.29,1.31,238.3,47.7,1000.4,33.7,1119.6,33.7,1238.7,33.7,4.9152e-05,4096,101.6,19.65,1.0295300000000001e+37,2.86546e+36,NA,Manual,False
7019,B07020,20240313,60382.178954352,60382.175130844,528.1,0.1,2.22,0.24,37.84,1.42,220.4,23.2,1160.5,11.6,1270.7,11.6,1380.9,20.0,4.9152e-05,4096,83.89,9.75,7.86167e+36,1.23302e+36,NA,CDF,False
7020,B07021,20240313,60382.179120122,60382.175296621,529.0,0.2,4.57,0.05,816.88,42.17,492.2,5.6,1007.1,5.5,1253.2,2.8,1499.3,0.9,4.9152e-05,4096,3735.74,197.56,7.818479999999999e+38,4.2292500000000003e+37,NA,CDF,False
7021,B07022,20240313,60382.179287157,60382.175463663,528.7,0.3,1.35,0.1,70.6,3.63,172.9,4.5,1321.0,2.5,1407.5,1.1,1494.0,2.5,4.9152e-05,4096,95.59,8.57,7.02742e+36,6.5617400000000005e+35,NA,Gaussian,False
7022,B07023,20240313,60382.179374088,60382.175550598,527.6,0.5,0.93,0.08,86.87,4.63,159.1,5.7,1376.7,3.2,1456.2,1.4,1535.8,3.2,4.9152e-05,4096,80.81,8.2,5.46713e+36,5.88394e+35,NA,Gaussian,False
7023,B07024,20240313,60382.179439282,60382.175615794,529.6,0.2,2.28,0.17,70.31,2.75,147.2,11.6,1200.2,10.7,1273.8,5.8,1347.4,4.6,4.9152e-05,4096,160.37,13.67,1.0037600000000001e+37,1.16505e+36,NA,CDF,False
7024,B07025,20240313,60382.179622355,60382.175798875,530.1,0.2,3.07,0.11,101.07,3.88,258.0,11.5,1241.0,11.4,1370.0,5.7,1499.0,1.3,4.9152e-05,4096,309.84,16.12,3.39905e+37,2.32888e+36,NA,CDF,False
7025,B07026,20240313,60382.179622669,60382.175799189,529.5,0.3,1.69,0.13,53.11,2.97,338.7,12.2,1221.4,6.7,1390.7,2.7,1560.1,6.7,4.9152e-05,4096,89.81,8.69,1.2935e+37,1.33518e+36,NA,Gaussian,False
7026,B07027,20240313,60382.179622869,60382.175799389,527.4,0.2,2.37,0.16,176.96,3.28,175.1,11.3,1323.1,11.1,1410.6,5.6,1498.2,2.2,4.9152e-05,4096,418.63,28.67,3.1168900000000003e+37,2.93303e+36,NA,CDF,False
7027,B07028,20240313,60382.179623047,60382.175799567,527.4,0.2,2.8,0.57,23.43,1.31,130.3,2.8,1031.8,1.5,1096.9,0.7,1162.1,1.5,4.9152e-05,4096,65.71,13.82,3.64054e+36,7.69874e+35,NA,Gaussian,False
7028,B07029,20240313,60382.179623557,60382.175800077,529.1,0.1,2.97,0.05,637.96,31.71,411.7,5.2,1001.6,1.0,1207.4,2.6,1413.3,5.1,4.9152e-05,4096,1895.28,99.8,3.3178699999999998e+38,1.7966900000000001e+37,NA,CDF,False
7029,B07030,20240313,60382.179626151,60382.175802671,529.6,0.6,2.27,0.17,137.25,3.6,68.8,5.9,1001.6,1.0,1036.0,3.0,1070.4,5.9,4.9152e-05,4096,312.18,24.4,9.13258e+36,1.05965e+36,NA,CDF,False
7030,B07031,20240313,60382.179634083,60382.175810603,528.2,0.1,2.05,0.06,179.84,7.4,332.0,11.6,1061.4,7.2,1227.4,5.8,1393.4,9.1,4.9152e-05,4096,368.11,18.87,5.1966e+37,3.2236e+36,NA,CDF,False
7031,B07032,20240313,60382.179751934,60382.175928459,528.7,0.2,3.96,0.24,118.73,3.08,118.8,7.0,1002.6,1.0,1062.0,3.5,1121.4,7.0,4.9152e-05,4096,470.17,30.84,2.37504e+37,2.09421e+36,NA,CDF,False
7032,B07033,20240313,60382.179756613,60382.175933138,529.9,0.2,2.84,0.19,62.61,2.18,263.2,46.9,1235.2,46.8,1366.8,23.4,1498.4,2.0,4.9152e-05,4096,177.55,13.18,1.98708e+37,3.83568e+36,NA,CDF,False
7033,B07034,20240313,60382.179801228,60382.175977755,529.0,0.1,2.42,0.07,238.82,10.1,297.3,18.1,1064.3,4.4,1213.0,9.0,1361.6,17.5,4.9152e-05,4096,578.36,29.18,7.31136e+37,5.781409999999999e+36,NA,CDF,False
7034,B07035,20240313,60382.17987004,60382.17604657,527.3,0.3,6.24,0.45,63.79,3.47,204.6,4.9,970.4,2.7,1072.8,1.1,1175.1,2.7,4.9152e-05,4096,397.85,35.72,3.4612100000000004e+37,3.21636e+36,NA,Gaussian,False
7035,B07036,20240313,60382.179903755,60382.176080286,530.6,0.1,3.0,0.09,126.24,6.21,430.9,7.2,1064.0,4.0,1279.4,3.6,1494.9,6.0,4.9152e-05,4096,379.19,21.57,6.94764e+37,4.11884e+36,NA,CDF,False
7036,B07037,20240313,60382.179948588,60382.176125121,529.1,0.2,2.06,0.23,39.17,2.09,251.5,4.9,1055.2,2.7,1181.0,1.2,1306.7,2.7,4.9152e-05,4096,80.56,10.13,8.61555e+36,1.09666e+36,NA,Gaussian,False
7037,B07038,20240313,60382.179959579,60382.176136113,528.3,0.1,1.38,0.13,50.95,2.72,278.4,6.1,994.4,3.4,1133.6,1.5,1272.8,3.4,4.9152e-05,4096,70.4,7.45,8.33341e+36,9.00272e+35,NA,Gaussian,False
7038,B07039,20240313,60382.180032119,60382.176208656,527.7,0.3,3.19,0.53,51.45,1.08,81.4,13.2,1009.9,3.4,1050.6,6.6,1091.3,12.8,4.9152e-05,4096,164.27,27.65,5.68571e+36,1.32899e+36,NA,CDF,False
7039,B07040,20240313,60382.180035132,60382.176211669,528.5,0.1,3.97,0.06,515.38,23.84,422.0,11.8,1002.6,1.0,1213.6,5.9,1424.6,11.8,4.9152e-05,4096,2047.2,98.88,3.67347e+38,2.05016e+37,NA,CDF,False
7040,B07041,20240313,60382.180075623,60382.176252162,530.5,0.5,4.48,0.16,223.0,5.85,116.0,4.2,1002.6,1.0,1060.6,2.1,1118.6,4.1,4.9152e-05,4096,999.14,43.54,4.92819e+37,2.79211e+36,NA,CDF,False
7041,B07042,20240313,60382.180091821,60382.17626836,528.6,0.1,1.98,0.05,384.93,17.88,408.1,21.7,1009.7,21.4,1213.8,10.8,1417.8,3.1,4.9152e-05,4096,762.0,40.7,1.32229e+38,9.96626e+36,NA,CDF,False
7042,B07043,20240313,60382.180184144,60382.176360687,528.4,0.1,1.49,0.09,83.74,2.95,223.3,6.4,1252.5,4.1,1364.1,3.2,1475.8,5.0,4.9152e-05,4096,125.06,8.42,1.18741e+37,8.68525e+35,NA,CDF,False
7043,B07044,20240313,60382.180184354,60382.176360897,528.4,0.1,2.57,0.1,115.35,3.61,298.3,11.3,1006.2,3.0,1155.4,5.7,1304.5,10.9,4.9152e-05,4096,295.89,14.95,3.75314e+37,2.37016e+36,NA,CDF,False
7044,B07045,20240313,60382.180274061,60382.176450608,529.3,0.1,3.48,0.11,142.78,4.55,304.7,4.8,1002.7,1.1,1155.1,2.4,1307.4,4.7,4.9152e-05,4096,497.42,22.53,6.444699999999999e+37,3.0905299999999996e+36,NA,CDF,False
7045,B07046,20240313,60382.180323545,60382.176500094,529.6,0.2,1.63,0.17,38.83,2.12,262.7,42.7,1031.7,15.9,1163.0,19.3,1294.3,39.6,4.9152e-05,4096,63.37,7.52,7.07856e+36,1.42461e+36,NA,CDF,False
7046,B07047,20240313,60382.180332993,60382.176509542,528.9,1.4,2.92,0.24,74.74,4.11,163.8,3.5,970.2,1.9,1052.1,0.8,1134.0,1.9,4.9152e-05,4096,218.09,21.4,1.519e+37,1.52536e+36,NA,Gaussian,False
7047,B07048,20240313,60382.180360482,60382.176537032,528.7,0.1,1.59,0.09,109.38,2.62,193.6,14.6,1081.3,7.9,1178.1,7.3,1274.9,12.3,4.9152e-05,4096,174.29,10.79,1.4347400000000002e+37,1.40012e+36,NA,CDF,False
7048,B07049,20240313,60382.180400509,60382.176577061,527.9,0.1,3.91,0.14,95.91,4.01,337.1,8.4,1143.5,4.5,1312.1,4.2,1480.6,7.0,4.9152e-05,4096,374.65,20.7,5.37017e+37,3.2549199999999997e+36,NA,CDF,False
7049,B07050,20240313,60382.180601982,60382.176778542,527.1,0.3,2.2,0.09,253.76,6.58,80.1,8.6,1002.6,1.0,1042.7,4.3,1082.7,8.5,4.9152e-05,4096,557.8,27.12,1.89984e+37,2.2391e+36,NA,CDF,False
7050,B07051,20240313,60382.180662084,60382.176838647,529.6,0.1,2.71,0.11,100.89,3.92,310.7,9.7,1006.0,3.4,1161.3,4.9,1316.7,9.1,4.9152e-05,4096,273.9,15.54,3.6186100000000003e+37,2.34308e+36,NA,CDF,False
7051,B07052,20240313,60382.180669707,60382.17684627,528.8,0.2,3.2,0.13,164.82,3.94,142.9,13.1,1002.6,1.0,1074.0,6.5,1145.5,13.0,4.9152e-05,4096,527.85,24.93,3.20734e+37,3.30765e+36,NA,CDF,False
7052,B07053,20240313,60382.18086479,60382.177041361,528.8,0.1,3.75,0.16,125.93,3.48,219.9,6.8,1002.7,1.2,1112.7,3.4,1222.6,6.7,4.9152e-05,4096,472.68,23.55,4.4197e+37,2.59174e+36,NA,CDF,False
7053,B07054,20240313,60382.181095705,60382.177272286,527.4,0.2,2.48,0.33,38.11,2.1,135.0,3.7,986.0,2.0,1053.5,0.8,1121.0,2.0,4.9152e-05,4096,94.44,13.76,5.42142e+36,8.03936e+35,NA,Gaussian,False
7054,B07055,20240313,60382.1812819,60382.177458488,528.3,0.1,2.21,0.17,44.18,1.82,305.9,21.5,1054.8,16.9,1207.7,10.7,1360.7,13.3,4.9152e-05,4096,97.8,8.7,1.27211e+37,1.4426e+36,NA,CDF,False
7055,B07056,20240313,60382.181392842,60382.177569435,528.5,0.1,1.58,0.06,264.23,7.56,187.7,3.9,1002.7,1.1,1096.6,1.9,1190.5,3.7,4.9152e-05,4096,416.95,19.89,3.3277600000000004e+37,1.73179e+36,NA,CDF,False
7056,B07057,20240313,60382.181469824,60382.17764642,531.6,0.6,2.67,0.45,38.99,1.09,94.9,17.3,1108.6,7.3,1156.0,8.6,1203.5,15.7,4.9152e-05,4096,104.31,17.72,4.20897e+36,1.04872e+36,NA,CDF,False
7057,B07058,20240313,60382.18155716,60382.17773376,525.9,0.4,1.65,0.14,109.06,5.78,90.2,1.5,988.8,0.8,1033.9,0.3,1079.0,0.8,4.9152e-05,4096,179.73,18.18,6.893189999999999e+36,7.06735e+35,NA,Gaussian,False
7058,B07059,20240313,60382.18179395,60382.17797056,528.3,0.1,2.79,0.14,118.46,2.47,208.7,16.5,1007.6,3.7,1111.9,8.3,1216.3,16.1,4.9152e-05,4096,330.7,17.97,2.93469e+37,2.81516e+36,NA,CDF,False
7059,B07060,20240313,60382.181795825,60382.177972435,528.2,0.1,3.14,0.05,1479.44,77.46,426.9,8.9,1072.4,8.8,1285.9,4.4,1499.3,0.9,4.9152e-05,4096,4648.67,254.24,8.438369999999999e+38,4.93903e+37,NA,CDF,True
7060,B07061,20240313,60382.181796507,60382.177973117,528.3,0.1,4.55,0.05,1346.67,34.28,276.4,18.2,1002.6,1.0,1140.7,9.1,1278.9,18.2,4.9152e-05,4096,6122.71,170.62,7.19591e+38,5.14513e+37,NA,CDF,False
7061,B07062,20240313,60382.181906021,60382.178082635,531.1,0.6,3.93,0.56,22.99,1.23,355.5,71.1,1002.4,50.3,1180.1,50.3,1357.8,50.3,4.9152e-05,4096,90.38,13.81,1.3662100000000002e+37,3.43849e+36,NA,Manual,False
7062,B07063,20240313,60382.18197188,60382.178148497,528.9,0.2,1.97,0.07,164.75,3.54,210.6,13.4,1288.7,13.4,1394.0,6.7,1499.3,0.9,4.9152e-05,4096,324.51,13.2,2.9059800000000004e+37,2.19462e+36,NA,CDF,False
7063,B07064,20240313,60382.18197386,60382.178150477,528.3,0.1,4.96,0.17,125.27,3.64,285.0,9.2,1003.9,2.3,1146.4,4.6,1288.9,8.9,4.9152e-05,4096,621.85,28.05,7.53583e+37,4.1804399999999996e+36,NA,CDF,False
7064,B07065,20240313,60382.182149173,60382.178325797,527.9,0.1,0.96,0.1,62.37,3.26,143.5,5.1,1052.2,2.9,1123.9,1.3,1195.7,2.9,4.9152e-05,4096,59.58,6.71,3.63568e+36,4.2926e+35,NA,Gaussian,False
7065,B07066,20240313,60382.182469849,60382.178646487,531.6,0.2,4.8,0.24,114.13,3.04,202.7,12.8,1002.6,1.0,1104.0,6.4,1205.3,12.7,4.9152e-05,4096,548.27,31.19,4.725530000000001e+37,4.0163699999999997e+36,NA,CDF,False
7066,B07067,20240313,60382.182481113,60382.178657751,530.3,0.3,3.63,0.26,67.93,1.61,189.8,19.3,1051.9,17.3,1146.8,9.6,1241.7,8.5,4.9152e-05,4096,246.42,18.47,1.9887100000000002e+37,2.51221e+36,NA,CDF,False
7067,B07068,20240313,60382.182889484,60382.179066139,529.0,0.2,6.66,0.41,144.49,3.55,140.5,5.4,1002.6,1.0,1072.8,2.7,1143.1,5.3,4.9152e-05,4096,961.64,63.27,5.74507e+37,4.3777000000000005e+36,NA,CDF,False
7068,B07069,20240313,60382.18291736,60382.179094016,527.8,1.7,3.11,0.53,39.04,0.75,66.0,9.5,1376.6,5.0,1409.6,4.8,1442.6,8.1,4.9152e-05,4096,121.38,20.93,3.40634e+36,7.65189e+35,NA,CDF,False
7069,B07070,20240313,60382.182988889,60382.179165548,528.2,0.4,2.08,0.29,38.73,2.1,170.8,4.3,984.9,2.4,1070.3,1.1,1155.7,2.4,4.9152e-05,4096,80.52,11.89,5.84773e+36,8.75775e+35,NA,Gaussian,False
7070,B07071,20240313,60382.182991388,60382.179168047,529.8,0.1,8.18,0.14,200.52,10.86,458.0,91.6,1000.4,64.8,1229.4,64.8,1458.4,64.8,4.9152e-05,4096,1639.76,93.12,3.19338e+38,6.6391999999999995e+37,NA,Manual,False
7071,B07072,20240313,60382.182991538,60382.179168197,528.2,0.1,2.56,0.06,285.65,9.21,299.8,4.3,1002.6,1.0,1152.5,2.2,1302.3,4.2,4.9152e-05,4096,732.55,29.73,9.33836e+37,4.01938e+36,NA,CDF,False
7072,B07073,20240313,60382.182995916,60382.179172575,528.8,0.1,1.44,0.05,363.59,19.83,408.2,81.6,1089.3,57.7,1293.4,57.7,1497.5,57.7,4.9152e-05,4096,522.17,34.01,9.06336e+37,1.90555e+37,NA,Manual,False
7073,B07074,20240313,60382.182995987,60382.179172646,528.8,0.1,1.76,0.18,59.13,3.23,137.4,3.2,1022.2,1.7,1090.9,0.7,1159.6,1.7,4.9152e-05,4096,103.78,11.97,6.06307e+36,7.13348e+35,NA,Gaussian,False
7074,B07075,20240313,60382.183056096,60382.179232758,528.7,0.2,3.32,0.38,47.28,1.36,223.3,25.1,1075.4,18.2,1187.1,12.6,1298.7,17.4,4.9152e-05,4096,157.17,18.46,1.49234e+37,2.42617e+36,NA,CDF,False
7075,B07076,20240313,60382.183123784,60382.179300449,528.6,0.1,2.07,0.06,350.59,10.24,289.6,5.1,1002.6,1.0,1147.4,2.5,1292.2,5.0,4.9152e-05,4096,726.97,29.54,8.952030000000001e+37,3.96431e+36,NA,CDF,False
7076,B07077,20240313,60382.183124331,60382.179300996,530.2,0.1,3.71,0.06,440.78,19.07,343.9,15.5,1155.4,15.5,1327.3,7.8,1499.3,1.0,4.9152e-05,4096,1634.85,75.35,2.39064e+38,1.54116e+37,NA,CDF,False
7077,B07078,20240313,60382.183258602,60382.179435272,528.2,0.1,2.0,0.06,410.24,11.58,193.5,11.6,1002.6,1.0,1099.3,5.8,1196.1,11.6,4.9152e-05,4096,820.09,32.75,6.7475600000000005e+37,4.86047e+36,NA,CDF,False
7078,B07079,20240313,60382.183278754,60382.179455425,530.4,0.1,2.71,0.07,155.6,8.46,499.0,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,4.9152e-05,4096,422.39,25.5,8.962310000000001e+37,1.8723100000000002e+37,NA,Manual,False
7079,B07080,20240313,60382.183432017,60382.179608694,530.0,0.1,4.87,0.09,179.82,8.86,377.6,13.8,1106.1,12.4,1294.9,6.9,1483.7,6.0,4.9152e-05,4096,876.28,46.35,1.4069499999999999e+38,9.04544e+36,NA,CDF,False
7080,B07081,20240313,60382.183432591,60382.179609268,528.8,0.9,2.06,0.31,36.11,2.09,179.9,6.6,991.9,3.6,1081.8,1.5,1171.8,3.6,4.9152e-05,4096,74.52,11.88,5.70017e+36,9.32591e+35,NA,Gaussian,False
7081,B07082,20240313,60382.183472987,60382.179649666,529.3,0.4,1.41,0.11,88.61,4.69,140.6,4.9,1385.8,2.7,1456.1,1.2,1526.4,2.7,4.9152e-05,4096,124.97,11.95,7.471179999999999e+36,7.60297e+35,NA,Gaussian,False
7082,B07083,20240313,60382.183554269,60382.179730951,527.7,0.6,2.12,0.21,58.18,3.2,165.2,2.9,994.8,1.6,1077.4,0.7,1160.0,1.6,4.9152e-05,4096,123.07,13.75,8.64512e+36,9.77944e+35,NA,Gaussian,False
7083,B07084,20240313,60382.183605952,60382.179782636,529.4,0.3,3.46,0.42,58.64,1.34,136.6,16.6,1008.0,12.6,1076.3,8.3,1144.6,10.9,4.9152e-05,4096,202.96,25.12,1.1788600000000001e+37,2.04496e+36,NA,CDF,False
7084,B07085,20240313,60382.183612419,60382.179789104,527.8,0.3,3.93,0.64,37.57,1.01,142.4,20.1,1020.4,16.3,1091.6,10.1,1162.8,11.8,4.9152e-05,4096,147.77,24.22,8.94754e+36,1.9355000000000002e+36,NA,CDF,False
7085,B07086,20240313,60382.183625908,60382.179802593,529.2,0.2,5.78,0.06,467.81,26.62,449.2,89.8,1050.2,63.5,1274.8,63.5,1499.5,63.5,4.9152e-05,4096,2702.29,156.33,5.1615099999999995e+38,1.07418e+38,NA,Manual,False
7086,B07087,20240313,60382.183626079,60382.179802764,528.5,0.2,4.19,0.45,37.19,2.12,168.6,4.8,1000.1,2.6,1084.4,1.0,1168.7,2.6,4.9152e-05,4096,155.96,19.05,1.11811e+37,1.402e+36,NA,Gaussian,False
7087,B07088,20240313,60382.183626174,60382.179802859,528.5,0.2,2.97,0.19,53.79,3.06,303.6,5.4,1007.6,3.0,1159.4,1.4,1311.2,3.0,4.9152e-05,4096,159.93,13.63,2.06465e+37,1.7969899999999998e+36,NA,Gaussian,False
7088,B07089,20240313,60382.183626646,60382.179803331,528.8,0.3,2.53,0.38,46.81,2.63,147.7,4.8,987.1,2.7,1060.9,1.3,1134.7,2.7,4.9152e-05,4096,118.31,18.88,7.43012e+36,1.2097799999999999e+36,NA,Gaussian,False
7089,B07090,20240313,60382.183666495,60382.179843182,529.6,0.1,1.94,0.07,194.77,4.89,209.1,8.3,1027.5,7.7,1132.0,4.2,1236.6,3.1,4.9152e-05,4096,377.38,16.94,3.3553100000000004e+37,2.01051e+36,NA,CDF,False
7090,B07091,20240313,60382.183762005,60382.179938696,529.4,0.1,5.46,0.38,84.41,2.61,282.8,7.7,1002.6,6.8,1144.0,3.9,1285.4,3.7,4.9152e-05,4096,461.19,34.71,5.54578e+37,4.43865e+36,NA,CDF,False
7091,B07092,20240313,60382.18379779,60382.179974482,529.0,0.1,2.9,0.08,136.14,5.53,339.1,13.2,1158.8,13.0,1328.4,6.6,1498.0,2.4,4.9152e-05,4096,395.06,19.51,5.69632e+37,3.5817e+36,NA,CDF,False
7092,B07093,20240313,60382.18384595,60382.180022644,531.3,0.6,3.87,0.72,20.47,1.12,282.2,56.4,1217.2,39.9,1358.3,39.9,1499.5,39.9,4.9152e-05,4096,79.27,15.3,9.511979999999999e+36,2.64246e+36,NA,Manual,False
7093,B07094,20240313,60382.183846068,60382.180022762,531.3,0.6,2.88,0.42,27.83,1.55,264.6,52.9,1234.8,37.4,1367.1,37.4,1499.5,37.4,4.9152e-05,4096,80.25,12.44,9.02864e+36,2.28386e+36,NA,CDF,False
7094,B07095,20240313,60382.183924657,60382.180101355,529.9,0.3,2.39,0.25,46.41,2.49,172.4,2.6,995.0,1.5,1081.2,0.6,1167.4,1.5,4.9152e-05,4096,111.04,13.01,8.13964e+36,9.615350000000001e+35,NA,Gaussian,False
7095,B07096,20240313,60382.183942329,60382.180119027,528.2,0.1,3.42,0.62,33.52,0.86,163.9,13.6,1012.2,5.4,1094.2,6.8,1176.1,12.5,4.9152e-05,4096,114.76,21.01,7.99759e+36,1.60775e+36,NA,CDF,False
7096,B07097,20240313,60382.18394932,60382.180126019,528.7,0.1,2.03,0.25,50.53,1.52,200.1,13.9,1004.0,2.2,1104.1,7.0,1204.2,13.7,4.9152e-05,4096,102.74,13.24,8.74184e+36,1.27984e+36,NA,CDF,False
7097,B07098,20240313,60382.18395139,60382.180128089,530.6,0.5,3.42,0.28,69.06,2.01,205.4,9.3,1004.8,2.8,1107.5,4.6,1210.2,8.8,4.9152e-05,4096,236.07,20.54,2.06175e+37,2.02228e+36,NA,CDF,False
7098,B07099,20240313,60382.183994817,60382.180171518,529.0,0.1,3.38,0.13,199.02,5.42,212.7,7.2,1002.7,1.0,1109.0,3.6,1215.4,7.1,4.9152e-05,4096,672.63,32.35,6.08344e+37,3.57801e+36,NA,CDF,False
7099,B07100,20240313,60382.183996273,60382.180172974,529.9,0.2,3.71,0.22,101.86,2.54,162.9,20.4,1013.5,5.8,1094.9,10.2,1176.3,19.5,4.9152e-05,4096,377.77,24.71,2.61666e+37,3.69685e+36,NA,CDF,False
7100,B07101,20240313,60382.184004019,60382.18018072,528.8,0.1,1.33,0.06,199.86,7.64,256.0,6.0,1240.7,5.0,1368.7,3.0,1496.7,3.4,4.9152e-05,4096,265.95,15.15,2.8949300000000004e+37,1.78334e+36,NA,CDF,False
7101,B07102,20240313,60382.184004748,60382.180181449,527.9,0.1,1.92,0.12,66.46,3.73,410.2,82.0,1019.0,58.0,1224.1,58.0,1429.1,58.0,4.9152e-05,4096,127.35,10.47,2.2213300000000003e+37,4.80115e+36,NA,Manual,False
7102,B07103,20240313,60382.184005011,60382.180181712,527.5,0.1,2.8,0.25,36.77,2.08,435.5,87.1,1000.4,61.6,1218.2,61.6,1436.0,61.6,4.9152e-05,4096,102.97,10.89,1.90672e+37,4.3139000000000003e+36,NA,Manual,False
7103,B07104,20240313,60382.184027499,60382.180204201,530.4,0.3,3.65,0.05,933.86,37.53,333.3,8.6,1002.6,1.0,1169.2,4.3,1335.9,8.6,4.9152e-05,4096,3412.63,145.39,4.8364699999999994e+38,2.4089300000000003e+37,NA,CDF,False
7104,B07105,20240313,60382.184129093,60382.180305799,528.7,0.3,2.21,0.05,656.87,27.65,361.3,5.1,1138.1,5.0,1318.7,2.6,1499.4,0.8,4.9152e-05,4096,1449.4,69.37,2.2266899999999997e+38,1.11109e+37,NA,CDF,False
7105,B07106,20240313,60382.184129184,60382.18030589,528.7,0.3,3.17,0.16,103.1,2.49,196.1,11.7,1020.9,5.7,1118.9,5.9,1216.9,10.2,4.9152e-05,4096,327.05,18.38,2.72704e+37,2.23519e+36,NA,CDF,False
7106,B07107,20240313,60382.18412988,60382.180306586,531.0,0.9,4.19,0.82,20.0,1.15,281.2,9.9,1137.5,5.5,1278.1,2.5,1418.7,5.5,4.9152e-05,4096,83.9,17.0,1.0031400000000001e+37,2.06315e+36,NA,Gaussian,False
7107,B07108,20240313,60382.184166294,60382.180343002,526.5,0.3,2.47,0.2,168.46,3.72,39.6,5.8,1002.8,1.3,1022.6,2.9,1042.4,5.6,4.9152e-05,4096,415.85,35.18,7.00217e+36,1.18432e+36,NA,CDF,False
7108,B07109,20240313,60382.184501724,60382.180678446,529.2,0.1,3.26,0.05,1160.46,63.58,499.0,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,4.9152e-05,4096,3785.2,215.28,8.03145e+38,1.6699699999999999e+38,NA,Manual,True
7109,B07110,20240313,60382.184774577,60382.18095131,531.0,0.7,4.1,0.46,119.59,3.29,116.3,4.3,1002.6,1.0,1060.7,2.1,1118.9,4.1,4.9152e-05,4096,489.95,56.84,2.4228999999999997e+37,2.95023e+36,NA,CDF,False
7110,B07111,20240313,60382.184789044,60382.180965777,530.2,0.2,5.11,1.06,21.46,1.16,276.6,9.0,1137.3,5.0,1275.5,2.1,1413.8,5.0,4.9152e-05,4096,109.62,23.58,1.28928e+37,2.80517e+36,NA,Gaussian,False
7111,B07112,20240313,60382.184789151,60382.180965884,530.2,0.2,4.15,0.44,43.39,2.33,195.3,4.0,997.4,2.2,1095.0,0.9,1192.6,2.2,4.9152e-05,4096,180.07,21.57,1.4953400000000002e+37,1.81709e+36,NA,Gaussian,False
7112,B07113,20240313,60382.184831675,60382.18100841,530.3,0.1,2.44,0.07,174.9,6.63,282.7,6.8,1216.6,6.8,1357.9,3.4,1499.3,0.9,4.9152e-05,4096,427.19,20.14,5.13517e+37,2.71772e+36,NA,CDF,False
7113,B07114,20240313,60382.184842862,60382.181019598,529.1,0.2,1.71,0.1,130.58,6.63,133.4,2.9,985.1,1.6,1051.8,0.7,1118.5,1.6,4.9152e-05,4096,223.07,17.17,1.26535e+37,1.01184e+36,NA,Gaussian,False
7114,B07115,20240313,60382.184873159,60382.181049896,528.1,0.1,0.92,0.05,186.77,8.3,364.0,7.0,1122.8,3.0,1304.8,3.5,1486.8,6.3,4.9152e-05,4096,172.05,12.4,2.66296e+37,1.98704e+36,NA,CDF,False
7115,B07116,20240313,60382.184881733,60382.18105847,529.8,0.7,1.23,0.13,46.85,2.58,167.4,5.6,1322.5,3.1,1406.2,1.3,1489.9,3.1,4.9152e-05,4096,57.69,7.01,4.10667e+36,5.17725e+35,NA,Gaussian,False
7116,B07117,20240313,60382.184923221,60382.18109996,528.0,0.6,2.41,0.33,36.6,1.83,121.7,5.3,1344.0,3.0,1404.9,1.3,1465.7,3.0,4.9152e-05,4096,88.33,12.7,4.57074e+36,6.86666e+35,NA,Gaussian,False
7117,B07118,20240313,60382.18508063,60382.181257375,529.7,0.5,4.01,0.44,82.42,2.21,65.4,12.8,1003.8,2.2,1036.5,6.4,1069.2,12.7,4.9152e-05,4096,330.64,37.31,9.194669999999999e+36,2.0772e+36,NA,CDF,False
7118,B07119,20240313,60382.185192592,60382.181369342,528.5,0.1,4.57,0.09,230.36,9.49,362.1,14.8,1008.9,3.9,1189.9,7.4,1371.0,14.3,4.9152e-05,4096,1052.82,47.79,1.6210099999999999e+38,9.9017e+36,NA,CDF,False
7119,B07120,20240313,60382.185586541,60382.181763307,529.3,0.3,2.34,0.31,42.83,2.27,208.7,4.4,986.0,2.4,1090.4,1.0,1194.7,2.4,4.9152e-05,4096,100.19,14.31,8.890619999999999e+36,1.28347e+36,NA,Gaussian,False
7120,B07121,20240313,60382.185602015,60382.181778782,528.8,0.1,3.69,0.07,228.48,13.29,401.1,7.7,1023.9,4.9,1224.4,3.6,1425.0,5.8,4.9152e-05,4096,843.61,51.57,1.4387999999999998e+38,9.21947e+36,NA,CDF,False
7121,B07122,20240313,60382.185712943,60382.181889715,530.8,0.1,3.71,0.06,256.26,13.2,486.1,4.9,1012.8,4.8,1255.9,2.5,1499.0,1.3,4.9152e-05,4096,949.5,51.58,1.96258e+38,1.08439e+37,NA,CDF,False
