mjd_day,unique_hours
60570,2.2420231288997456
60572,3.8274756266037
60573,2.824162688164506
60574,2.73944140446838
60575,4.4969554844428785
60576,3.8277734316070564
60577,3.2214329513954
60578,4.059161999844946
60579,2.978625679970719
60580,4.156940964690875
60581,4.797869974456262
60582,4.796459449280519
60583,5.625912368763238
60584,4.798111343057826
60585,4.797565208806191
60586,5.419461591169238
60587,4.794201832031831
60588,4.051255751342978
60589,4.502132773690391
60590,2.158761979022529
60591,3.983715271227993
60592,6.595493356464431
60593,4.165950986556709
60594,7.184444027894642
60595,4.233188996091485
60596,4.232824906997848
60597,6.145157187769655
60599,4.233407449617516
60601,4.393298102135304
60602,1.3914215159020387
60603,0.8532172784325667
60604,8.037346022436395
60607,4.297477599873673
60608,4.230749599984847
60609,3.236641226860229
60610,0.8528025589766912
60612,4.23260645364644
60613,4.231514186714776
60614,4.601610813348088
60617,0.8532172784325667
60618,4.348589373403229
60620,4.233407448919024
60621,3.9424831467331387
60624,4.3862992894719355
60625,3.7619394273497164
60627,4.100660641095601
60628,3.5574898576014675
60631,4.3874009776627645
60632,3.7597162092570215
60635,3.7619394273497164
60638,0.8908185587497428
60639,3.5641617873916402
60641,4.233152587199584
60643,4.232023911376018
60645,5.005224626627751
60646,4.233771538187284
60649,4.35499245399842
60650,3.237733494141139
60652,3.238024764053989
60654,4.519698657968547
60656,3.2363135471823625
60658,5.724001262860838
60661,4.731153405213263
60663,5.533722964755725
60664,3.8039531368995085
60666,0.890542077831924
60667,5.873944755701814
60669,4.73202721826965
60673,4.749331929779146
60674,3.961105156573467
60675,4.732282079989091
60677,3.9569374757702462
60679,4.731444675475359
60681,3.9483165331184864
60682,8.214828960131854
60683,8.325631290092133
60684,5.507180946471635
60685,8.614638795959763
60686,7.133971245086286
60687,8.28575824474683
60688,8.214173600601498
60690,6.1398216090747155
60691,8.219489298819099
60692,9.995089540199842
60693,4.48288117343327
60694,6.521854451566469
60695,8.215520729951095
60696,6.505057520116679
60697,8.068257973704021
60698,8.29102999594761
60699,4.484337529283948
60700,8.287323324708268
60701,4.528271038318053
60702,8.213663876114879
60703,7.48392154625617
60704,8.217778080725111
60705,5.5364920537685975
60707,4.482844764541369
60708,9.153882816201076
60709,0.2494373156223446
60710,8.292946173576638
60711,9.294830407889094
60712,5.977138489019126
60713,10.037486020009965
60714,1.9931319466559216
60715,4.494532817916479
60716,8.215047413832508
60717,3.48545959132025
60722,1.0408089579432271
60725,3.979705546866171
60747,4.041035751462914
60749,3.984880356292706
60752,2.49084149353439
60754,3.9860090317670256
60756,3.9849167651846074
60759,3.985171627427917
60760,3.5844278839649633
60770,3.5858159728813916
60773,1.743510897969827
60775,2.739441404817626
60777,4.584916199790314
60782,2.739732675778214
60784,5.133247657853644
60786,2.7402788096806034
60789,4.381646035937592
60790,2.740023947088048
60792,2.7405700802919455
60795,5.455704858235549
60797,2.522116711072158
60798,4.577480352425482
60799,2.740606489707716
60803,8.030948435130995
60804,5.23115671123378
60805,5.978538617666345
60806,8.158370260382071
60807,5.230282898875885
60808,6.880440495384391
60809,4.069348978693597
60810,8.163031761534512
60811,5.349012285238132
60812,8.17083495244151
60813,6.299952164059505
60814,7.300860253279097
60815,8.586454525531735
60816,6.022352444473654
60817,5.213327048288193
60818,10.291028187610209
60819,6.360929866321385
60820,8.135711259150412
60821,6.231820110871922
60822,5.303796977852471
60823,7.181961426569615
60824,9.740394313645083
60825,0.7893282333388925
60826,9.68173908116296
60827,4.592772082483862
60829,4.592772082483862
60830,4.630094491993077
60831,9.454245325934608
60832,4.593050837866031
60838,0.9960380443953909
60839,2.2384914667345583
60841,4.591935815289617
60845,1.494038862758316
60846,4.077409902471118
60847,5.593471866741311
60851,4.409541475586593
60852,5.289026310201734
60853,4.541818685189355
60854,3.43078191956738
60855,4.673404390923679
60856,3.29712090769317
60863,4.1933278778451495
60874,1.2459850845043547
60875,4.123536017665174
60876,3.8490645872661844
60877,4.251771839917637
60878,3.81905822257977
60879,5.411255012440961
60880,3.586002667550929
60881,4.513959946925752
60882,3.457439164747484
60883,3.9013115027337335
60884,2.0789581516874023
60885,4.029911413730588
60886,2.7648231646162458
60887,4.642368364089634
60888,1.86813194694696
60889,3.493845617864281
60890,1.8726105069508776
60891,3.493554346903693
60892,1.5531619914108887
60893,1.627066151413601
60894,3.506965978362132
60895,5.090659931651317
60896,3.477201866917312
60897,1.8892542575486004
60898,1.5981350045185536
60899,2.0184367118636146
60900,1.4689889599685557
60901,1.3391459241975099
60902,4.800087728945073
60903,2.496979591087438
60904,4.357289209146984
60905,1.141008000005968
60906,2.480624818126671
60907,2.497270862397272
60908,4.359291698725428
60909,2.496979591087438
60910,4.361236142576672
60911,2.4956176891573705
60912,1.4906826135702431
60913,2.9388804981135763
60914,2.497562134056352
60915,4.359036836482119
60916,2.496397049166262
60917,4.362932853517123
60918,2.496979590912815
60919,1.0287857779185288
60923,3.488845617743209
60924,2.6019930848269723
60925,0.6368690846138634
60926,3.487971804512199
60927,2.796968391921837
60928,3.930193262407556
60929,2.93084785802057
60930,3.7959861154085957
60931,3.060576444666367
60932,3.6677138849627227
60933,1.993168356071692
60937,3.2394447117112577
60938,3.48768053407548
60939,3.2382796269957907
60940,3.4874256706098095
60941,3.238316036062315
60942,3.4885907558491454
60943,3.2371873602387495
60944,3.487207218655385
60945,3.2379883556859568
60946,3.487971804512199
60947,3.237150951346848
60948,3.488263075472787
60949,3.2394447118858807
60950,3.487971804686822
60951,3.238316035887692
60952,3.4871344006969593
60953,3.2388621692662127
60956,1.743985901819542
60958,3.484767823072616
60959,1.7429300448275171
60960,5.932132443180308
60961,2.986184462090023
60972,2.7367835555342026
60974,2.2382366044912487
60980,3.1869326920132153
60985,3.791938073874917
60992,3.986934985499829
60993,5.225841013190802
60994,5.228025547054131
60995,5.227552232157905
60998,3.4661058210767806
60999,2.736929191625677
61000,7.751391820376739
61001,2.7377301872475073
61002,4.480296142806765
61003,2.739441404992249
61004,2.7402788088074885
61005,4.253604693571106
61006,2.7402788091567345
61007,2.7391865423996933
61008,4.234572533634491
61009,2.739732675778214
61010,7.96775822318159
61011,4.106388048094232
61012,4.234863804245833
61013,2.7386404088465497
61014,4.233989992062561
61015,2.740315218223259
61016,4.234608942875639
61017,4.848098756396212
61020,2.988041315926239
61021,2.739150133682415
61022,4.9665391815360636
61023,2.738858862023335
61024,5.480011485458817
61025,2.7399875374976546
61026,4.235446347563993
61027,4.104163692856673
61028,4.233735129644629
61029,2.7399875380215235
61030,4.235118667536881
61031,5.975427271972876
61032,2.740023946738802
61033,4.234863805293571
61034,2.7388952716137283
61035,4.234317671740428
61036,2.7394778138841502
61037,4.234863804769702
61038,2.7386404088465497
61039,4.981719395786058
61040,2.989133582508657
61041,2.739150133507792
61042,4.233443858509418
61043,4.10610929253744
61044,4.232897724781651
61069,2.7402788095059805
61071,2.7392229516408406
61073,2.7380214578588493
61075,2.7388952716137283
61077,2.740315218223259
61079,2.7386040003038943
61083,3.4851683198357932
61084,2.7397690844954923
61086,2.739732675603591
61087,3.736571715620812
61088,2.7383491382352076
61090,1.9925494043854997
61092,2.7405700801173225
61094,2.739732675952837
61096,2.74060648935847
61118,0.9965841779485345
61122,2.491424035979435
61124,2.8891547740786336
61125,2.739441404817626
61127,2.7402788089821115
61129,2.739441404992249
61132,2.739441404817626
61134,2.7408613512525335
61137,2.7402788088074885
61138,2.740023947262671
61141,2.739732675778214
61142,2.73856759123737
61143,2.739732675778214
