,experiment,dish,scan,component,src,t0_ms,f0_MHz,toa_loc,terr_ms,ferr_MHz,gauss2d_twidth_ms,gauss2d_fwidth_MHz,begin_acf_range,end_acf_range,twidth_sigma_ms,fwidth_sigma_MHz,twidtherr_ms,fwidtherr_MHz,off_range_t0,off_range_t1,fluence_jyms,peak_snr,peak_flux_jy,fluence_tot_jyms,scint_bw_MHz,scint_bw_err_MHz,energy_iso_erg_per_hz,spectral_lum_erg_per_s_per_hz,id,sefd_jy,distance_Mpc,dm,toa_mjd_utc,ref_freq_MHz,toa_bary_tdb_inf_freq
0,rn1l11-2,tr,no0014,0,spc,1044.0241788137355,1414.0,0,0,0,0.0,0,1037.312,1048.064,1.9161679811564083,53.356889373865,0.0277928468925342,0.7983939706011396,8684,13072,32.878801492712164,12.911360255022782,8.933197526889794,0,1.496272574225046e-07,18805.802791577084,1.4930663578399997e+31,1.3886405857886903e+33,B87-tr,0,0,0,0.0,0,0.0
0,rn1l11,tr,no0017.ds.pazi,0,sfxc,410.4435652861602,1414.0,coe,0,0,1.2614263117117404,0,407.296,414.208,4.960753324618682,101.60154829218696,0.0268066649883562,3129.9637325280723,3220,6344,10.420220166365317,4.3023310742864025,4.209725354700957,0,-2.6742657837516755e-05,824.1434079552605,4.731948691966324e+30,6.84599058444202e+32,B88-tr,0,0,0,60381.47198085446,1470,60381.46788054941
0,rn1l11,tr,no0023.ds.pazi,0,sfxc,458.5498119458896,1414.0,coe,0,0,0.5469911173794433,0,457.216,460.544,1.120660900568507,101.60000020043482,0.1657837518566309,0.7701388615074511,2800,6476,8.391177033282867,6.83181717564908,6.684765418194053,0,8.308127348694797e-07,20622.139553418347,3.810535531184541e+30,1.1449926475915088e+33,B90-tr,0,0,0,60381.52856689514,1470,60381.52446891384
0,rn1l11,tr,no0023,0,scale,8.2350286451613,1414.0,0,0,0,0.0,0,6.144,10.24,1.4538855872271397,101.60002152057346,0.1460794523400411,64.07574691773672,216,2284,10.041697140896314,8.254545333064945,5.711209547131124,0,0.0531299082380717,0.2380840058379054,4.5600567830958463e+30,1.1132951130605094e+33,B90-tr,0,0,0,0.0,0,0.0
0,rn1l11,tr,no0023,0,spc,8.2350286451613,1414.0,0,0,0,0.0,0,6.144,10.24,1.4247055847703378,101.60000049802773,0.1550387264367729,19.46172666053455,216,2284,10.045911585912105,8.454263713192711,5.849392023972612,0,-1.845437817143969e-06,6918.01725554353,4.561970613827007e+30,1.113762356891359e+33,B90-tr,0,0,0,0.0,0,0.0
0,rn1l33,tr,no0010.ds.pazi,0,sfxc,275.8840351966701,1444.0,coe,0,0,1.0938613183405432,0,273.408,278.528,1.3033728476594812,-26.77569511755944,0.0065333467419632,0.1349134568358261,4832,7696,13.419577935517312,9.625483673945736,9.418299515731798,0,0.4661141515691748,0.1068127189416555,6.093993528436265e+30,1.1902331110227082e+33,B134-tr,0,0,0,60563.9511970828,1500,60563.95707814191
0,rn1l33,tr,no0010,0,scale,1094.602073506764,1444.0,0,0,0,0.0,0,1090.56,1097.216,-1.7219447251287872,-31.09166171506384,0.0099535331270622,0.1805410700966517,9088,15192,21.220391261009794,13.248165349496146,9.166228468445537,0,-0.246432322907386,0.1337834045270819,9.63643772083314e+30,1.4477821095001716e+33,B134-tr,0,0,0,0.0,0,0.0
0,rn1l33,tr,no0010,0,spc,1094.602073506764,1444.0,0,0,0,0.0,0,1090.56,1097.216,1.6560696450428642,-30.9572737466875,0.010093065867432,0.1895391121830071,9088,15192,20.83664620698033,13.302135161027971,9.203569459431767,0,-0.2264696214237051,0.1396810353928607,9.462174425291212e+30,1.421600724953608e+33,B134-tr,0,0,0,0.0,0,0.0
0,rn1l40,tr,no0017.ds.pazi,0,sfxc,278.57732488657643,1444.0,coe,0,0,0.95574943745485,0,271.424,285.824,1.8113399416737583,29.80475414527292,0.0024199024817919,0.0400106640056926,4836,7888,69.97306669137647,19.19550142328692,37.56465397131822,0,1.0208810326131696,0.1421771244615153,3.1775620487549223e+31,2.206640311635363e+33,B137-tr,0,0,0,60586.95299540394,1500,60586.95765262046
0,rn1l40,tr,no0017,0,scale,246.2605165511732,1444.0,0,0,0,0.0,0,239.616,253.696,-4.2532111723397765,-29.898121738385527,0.0074099426690477,0.052317404640013,289,1662,120.98337852892742,33.86374507346216,46.85974487061431,0,1.0188809278023865,0.1684529390359688,5.494002340061059e+31,3.901990298338821e+33,B137-tr,0,0,0,0.0,0,0.0
0,rn1l40,tr,no0017,0,spc,246.2605165511732,1444.0,0,0,0,0.0,0,239.616,253.696,-3.0660338084826404,-29.75474539070675,0.0056569409496541,0.055173988071292,289,1662,113.17948420930654,33.468270414861024,46.31249761356579,0,1.1502842397836133,0.1723885879952813,5.139618009131377e+31,3.650296881485353e+33,B137-tr,0,0,0,0.0,0,0.0
0,rn1l58,tr,no0023.ds.pazi,0,sfxc,285.8694193548388,1444.0,coe,0,0,1.388566676299527,0,282.624,289.28000000000003,1.8950052992993,56.09911259964363,0.0888711402759177,2.753745303561585,4624,7192,8.848017511646837,4.2831547437004,2.9634574985099573,0,0.0963673012835381,0.2376736491710082,4.017992347788994e+30,6.036647157134907e+32,B138-tr,0,0,0,60654.79400514649,1500,60654.79267459724
0,rn1l58,tr,no0023,0,scale,1062.9397470967742,1444.0,0,0,0,0.0,0,1058.816,1069.056,3.343754671466616,52.898848458033626,0.0693263184489572,1.126446311658259,1208,7136,6.658914410804506,4.406343021247026,2.155749245905012,0,0.3533771646293795,0.1673176607364076,3.023894009248462e+30,2.9530214934067018e+32,B138-tr,0,0,0,0.0,0,0.0
0,rn1l58,tr,no0023,0,spc,1062.9397470967742,1444.0,0,0,0,0.0,0,1058.816,1069.056,-3.2374503432998565,52.6847090330062,0.0742023223743284,1.2406142561607192,1208,7136,6.7942260324838335,4.477787113280274,2.1907023911282484,0,0.3327414863703721,0.1705144042671522,3.085340662101352e+30,3.013027990333352e+32,B138-tr,0,0,0,0.0,0,0.0
0,rn1l59,tr,no0016.ds.pazi,0,sfxc,281.51786149760665,1444.0,coe,0,0,0.5595798595750253,0,279.872,282.112,0.6543517070979807,42.25929674984076,0.0010723527114522,0.0695816207645379,389,3964,19.30676499228105,11.232031224693324,21.98053372228076,0,0.6101222364611469,0.1266901795554273,8.76743676167376e+30,3.9140342686043576e+33,B139-tr,0,0,0,60658.72063700569,1500,60658.71896724756
0,rn1l59,tr,no0016,0,scale,1079.8285441699843,1444.0,0,0,0,0.0,0,1078.144,1080.96,-0.6994929459701,41.599698444689295,0.0013458468685309,0.0804269095757016,9121,15487,21.378659641919217,14.524680993932977,20.09886514991929,0,1.0655501201207047,0.2146207722568208,9.70830931721662e+30,3.447553024579766e+33,B139-tr,0,0,0,0.0,0,0.0
0,rn1l59,tr,no0016,0,spc,1079.8285441699843,1444.0,0,0,0,0.0,0,1078.144,1080.96,0.6911843165495289,41.6718470889896,0.0013495524338149,0.0817626750068282,9121,15487,21.30221790702843,14.53373494626652,20.111393767043605,0,1.0688936924271455,0.2153135180234301,9.673596195837892e+30,3.435225921817434e+33,B139-tr,0,0,0,0.0,0,0.0
0,rn1l62,tr,no0014.ds.pazi,0,sfxc,278.7693403371488,1444.0,coe,0,0,0.8854464316433052,0,274.624,284.16,1.6426283981850809,-46.03400366894715,0.0022749318587512,0.0643438815809653,288,3717,581.6050032945053,230.4003721958908,450.8822179503947,0,-0.8941469394595811,0.1911629922390304,2.64113904566421e+32,2.769650844865992e+34,B141-tr,0,0,0,60674.67263502189,1500,60674.669723654224
